dataset,run_id,repeat,fold,threshold_strategy,selected_threshold,threshold,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,gmean,tn,fp,fn,tp,cost_FN1_FP1,cost_FN2_FP1,cost_FN5_FP1,cost_FN10_FP1,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100
German Credit,R2_F1,2,1,MinCost_FN5_FP1,0.20321267593277526,0.20321267593277526,0.63,0.452991452991453,0.8412698412698413,0.5328467153284672,0.5888888888888889,0.6870582782991542,0.3527000405927392,0.6695280962181765,73,64,10,53,74,84,114,164,37.0,42.0,57.0,82.0
German Credit,R2_F1,2,1,MinCost_FN10_FP1,0.09281962842935923,0.09281962842935923,0.505,0.38311688311688313,0.9365079365079365,0.30656934306569344,0.543778801843318,0.621538639786815,0.2683092524704418,0.5358214468188506,42,95,4,59,99,103,115,135,49.5,51.5,57.5,67.5
German Credit,R2_F2,2,2,Fixed0.50,0.5,0.5,0.785,0.5384615384615384,0.45652173913043476,0.8831168831168831,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,136,18,25,21,43,68,143,268,21.5,34.0,71.5,134.0
German Credit,R2_F2,2,2,MaxMCC,0.3664874005129785,0.3664874005129785,0.75,0.47058823529411764,0.6956521739130435,0.7662337662337663,0.5614035087719298,0.7309429700734049,0.41032936372871026,0.7300905321986434,118,36,14,32,50,64,106,176,25.0,32.0,53.0,88.0
German Credit,R2_F2,2,2,MaxF1,0.36410905047609643,0.36410905047609643,0.74,0.45714285714285713,0.6956521739130435,0.7532467532467533,0.5517241379310345,0.7244494635798984,0.3960656217645671,0.7238768827563468,116,38,14,32,52,66,108,178,26.0,33.0,54.0,89.0
German Credit,R2_F2,2,2,MaxBalancedAccuracy,0.36410905047609643,0.36410905047609643,0.74,0.45714285714285713,0.6956521739130435,0.7532467532467533,0.5517241379310345,0.7244494635798984,0.3960656217645671,0.7238768827563468,116,38,14,32,52,66,108,178,26.0,33.0,54.0,89.0
German Credit,R2_F2,2,2,MinCost_FN2_FP1,0.3664874005129785,0.3664874005129785,0.75,0.47058823529411764,0.6956521739130435,0.7662337662337663,0.5614035087719298,0.7309429700734049,0.41032936372871026,0.7300905321986434,118,36,14,32,50,64,106,176,25.0,32.0,53.0,88.0
German Credit,R2_F2,2,2,MinCost_FN5_FP1,0.16986710065905714,0.16986710065905714,0.555,0.3333333333333333,0.9347826086956522,0.44155844155844154,0.49142857142857144,0.6881705251270469,0.3309762562988257,0.6424649032372015,68,86,3,43,89,92,101,116,44.5,46.0,50.5,58.0
German Credit,R2_F2,2,2,MinCost_FN10_FP1,0.0716617569726789,0.0716617569726789,0.335,0.2542372881355932,0.9782608695652174,0.14285714285714285,0.40358744394618834,0.5605590062111802,0.15977081862008263,0.3738335897094201,22,132,1,45,133,134,137,142,66.5,67.0,68.5,71.0
German Credit,R2_F3,2,3,Fixed0.50,0.5,0.5,0.73,0.627906976744186,0.4153846153846154,0.8814814814814815,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,119,16,38,27,54,92,206,396,27.0,46.0,103.0,198.0
