source_feature,group_score,transformed_columns,source_rank,source_normalized_score,selector,run_id,repeat,fold
housing,0.5526315789473685,,8.0,0.631578947368421,EqualConsensus,R3_F3,3,3
installment_rate,0.5368421052631579,,10.5,0.5,EqualConsensus,R3_F3,3,3
job,0.1842105263157895,,19.0,0.052631578947368474,EqualConsensus,R3_F3,3,3
number_credits,0.3578947368421053,,15.0,0.26315789473684215,EqualConsensus,R3_F3,3,3
other_debtors,0.4157894736842106,,13.0,0.368421052631579,EqualConsensus,R3_F3,3,3
other_installment_plans,0.5473684210526316,,9.0,0.5789473684210527,EqualConsensus,R3_F3,3,3
people_liable,0.12105263157894741,,20.0,0.0,EqualConsensus,R3_F3,3,3
personal_status_sex,0.26315789473684215,,16.5,0.1842105263157895,EqualConsensus,R3_F3,3,3
present_residence,0.22631578947368425,,18.0,0.10526315789473684,EqualConsensus,R3_F3,3,3
property,0.5368421052631579,,10.5,0.5,EqualConsensus,R3_F3,3,3
purpose,0.4,,14.0,0.3157894736842105,EqualConsensus,R3_F3,3,3
savings,0.6631578947368422,,4.0,0.8421052631578947,EqualConsensus,R3_F3,3,3
status,0.8842105263157893,,2.0,0.9473684210526316,EqualConsensus,R3_F3,3,3
telephone,0.26315789473684215,,16.5,0.1842105263157895,EqualConsensus,R3_F3,3,3
status,0.8083333333333333,4.0,1.0,1.0,Chi2,R3_F4,3,4
duration,0.7166666666666667,1.0,2.0,0.9473684210526316,Chi2,R3_F4,3,4
credit_history,0.6933333333333334,5.0,3.0,0.8947368421052632,Chi2,R3_F4,3,4
savings,0.64,5.0,4.0,0.8421052631578947,Chi2,R3_F4,3,4
amount,0.6333333333333333,1.0,5.0,0.7894736842105263,Chi2,R3_F4,3,4
housing,0.5777777777777778,3.0,6.0,0.736842105263158,Chi2,R3_F4,3,4
other_installment_plans,0.5444444444444444,3.0,7.0,0.6842105263157895,Chi2,R3_F4,3,4
personal_status_sex,0.5041666666666667,4.0,8.0,0.631578947368421,Chi2,R3_F4,3,4
employment_duration,0.4866666666666667,5.0,9.0,0.5789473684210527,Chi2,R3_F4,3,4
foreign_worker,0.475,2.0,10.0,0.5263157894736843,Chi2,R3_F4,3,4
purpose,0.465,10.0,11.0,0.4736842105263158,Chi2,R3_F4,3,4
property,0.45,4.0,12.0,0.42105263157894735,Chi2,R3_F4,3,4
other_debtors,0.4166666666666667,3.0,13.0,0.368421052631579,Chi2,R3_F4,3,4
age,0.33333333333333337,1.0,14.0,0.3157894736842105,Chi2,R3_F4,3,4
telephone,0.3333333333333333,2.0,15.0,0.26315789473684215,Chi2,R3_F4,3,4
job,0.29583333333333334,4.0,16.0,0.21052631578947367,Chi2,R3_F4,3,4
installment_rate,0.2666666666666667,1.0,17.0,0.1578947368421053,Chi2,R3_F4,3,4
number_credits,0.15000000000000002,1.0,18.0,0.10526315789473684,Chi2,R3_F4,3,4
present_residence,0.09999999999999998,1.0,19.0,0.052631578947368474,Chi2,R3_F4,3,4
people_liable,0.08333333333333337,1.0,20.0,0.0,Chi2,R3_F4,3,4
duration,0.9833333333333333,1.0,1.0,1.0,MI,R3_F4,3,4
amount,0.95,1.0,2.0,0.9473684210526316,MI,R3_F4,3,4
present_residence,0.9166666666666666,1.0,3.0,0.8947368421052632,MI,R3_F4,3,4
installment_rate,0.9,1.0,4.0,0.8421052631578947,MI,R3_F4,3,4
number_credits,0.8666666666666667,1.0,5.0,0.7894736842105263,MI,R3_F4,3,4
status,0.7666666666666667,4.0,6.0,0.736842105263158,MI,R3_F4,3,4
foreign_worker,0.6583333333333333,2.0,7.0,0.6842105263157895,MI,R3_F4,3,4
credit_history,0.6333333333333333,5.0,8.0,0.631578947368421,MI,R3_F4,3,4
other_installment_plans,0.5944444444444444,3.0,9.0,0.5789473684210527,MI,R3_F4,3,4
savings,0.5700000000000001,5.0,10.0,0.5263157894736843,MI,R3_F4,3,4
housing,0.5666666666666667,3.0,11.0,0.4736842105263158,MI,R3_F4,3,4
personal_status_sex,0.4375,4.0,12.0,0.42105263157894735,MI,R3_F4,3,4
employment_duration,0.4033333333333333,5.0,13.0,0.368421052631579,MI,R3_F4,3,4
purpose,0.40166666666666667,10.0,14.0,0.3157894736842105,MI,R3_F4,3,4
property,0.3833333333333333,4.0,15.0,0.26315789473684215,MI,R3_F4,3,4
other_debtors,0.35555555555555557,3.0,16.0,0.21052631578947367,MI,R3_F4,3,4
telephone,0.29166666666666663,2.0,17.0,0.1578947368421053,MI,R3_F4,3,4
job,0.25416666666666665,4.0,18.0,0.10526315789473684,MI,R3_F4,3,4
age,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R3_F4,3,4
people_liable,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R3_F4,3,4
amount,0.8166666666666667,1.0,1.0,1.0,L1,R3_F4,3,4
status,0.7291666666666666,4.0,2.0,0.9473684210526316,L1,R3_F4,3,4
installment_rate,0.6833333333333333,1.0,3.0,0.8947368421052632,L1,R3_F4,3,4
foreign_worker,0.6666666666666666,2.0,4.0,0.8421052631578947,L1,R3_F4,3,4
credit_history,0.635,5.0,5.0,0.7894736842105263,L1,R3_F4,3,4
other_debtors,0.625,3.0,6.0,0.736842105263158,L1,R3_F4,3,4
personal_status_sex,0.6041666666666667,4.0,7.0,0.6842105263157895,L1,R3_F4,3,4
duration,0.5666666666666667,1.0,8.0,0.631578947368421,L1,R3_F4,3,4
age,0.55,1.0,9.0,0.5789473684210527,L1,R3_F4,3,4
purpose,0.5216666666666667,10.0,10.0,0.5263157894736843,L1,R3_F4,3,4
telephone,0.5166666666666667,2.0,11.0,0.4736842105263158,L1,R3_F4,3,4
number_credits,0.5166666666666666,1.0,12.0,0.42105263157894735,L1,R3_F4,3,4
people_liable,0.4833333333333333,1.0,13.0,0.368421052631579,L1,R3_F4,3,4
other_installment_plans,0.4583333333333333,3.0,14.0,0.3157894736842105,L1,R3_F4,3,4
savings,0.45666666666666667,5.0,15.0,0.26315789473684215,L1,R3_F4,3,4
employment_duration,0.4333333333333334,5.0,16.0,0.21052631578947367,L1,R3_F4,3,4
present_residence,0.3666666666666667,1.0,17.0,0.1578947368421053,L1,R3_F4,3,4
housing,0.30000000000000004,3.0,18.0,0.10526315789473684,L1,R3_F4,3,4
property,0.24583333333333335,4.0,19.0,0.052631578947368474,L1,R3_F4,3,4
job,0.2104166666666667,4.0,20.0,0.0,L1,R3_F4,3,4
amount,1.0,1.0,1.0,1.0,RF,R3_F4,3,4
age,0.9833333333333333,1.0,2.0,0.9473684210526316,RF,R3_F4,3,4
duration,0.9666666666666667,1.0,3.0,0.8947368421052632,RF,R3_F4,3,4
installment_rate,0.9166666666666666,1.0,4.0,0.8421052631578947,RF,R3_F4,3,4
present_residence,0.9,1.0,5.0,0.7894736842105263,RF,R3_F4,3,4
number_credits,0.8333333333333334,1.0,6.0,0.736842105263158,RF,R3_F4,3,4
status,0.7375,4.0,7.0,0.6842105263157895,RF,R3_F4,3,4
telephone,0.6416666666666667,2.0,8.0,0.631578947368421,RF,R3_F4,3,4
credit_history,0.6166666666666667,5.0,9.0,0.5789473684210527,RF,R3_F4,3,4
property,0.575,4.0,10.0,0.5263157894736843,RF,R3_F4,3,4
other_installment_plans,0.5333333333333333,3.0,11.0,0.4736842105263158,RF,R3_F4,3,4
employment_duration,0.52,5.0,12.0,0.42105263157894735,RF,R3_F4,3,4
personal_status_sex,0.47916666666666663,4.0,13.0,0.368421052631579,RF,R3_F4,3,4
job,0.43333333333333335,4.0,14.0,0.3157894736842105,RF,R3_F4,3,4
people_liable,0.41666666666666663,1.0,15.0,0.26315789473684215,RF,R3_F4,3,4
savings,0.37,5.0,16.0,0.21052631578947367,RF,R3_F4,3,4
housing,0.3666666666666667,3.0,17.0,0.1578947368421053,RF,R3_F4,3,4
purpose,0.32166666666666666,10.0,18.0,0.10526315789473684,RF,R3_F4,3,4
other_debtors,0.2111111111111111,3.0,19.0,0.052631578947368474,RF,R3_F4,3,4
foreign_worker,0.10833333333333334,2.0,20.0,0.0,RF,R3_F4,3,4
foreign_worker,0.8416666666666667,2.0,1.0,1.0,RFE,R3_F4,3,4
status,0.78125,4.0,2.0,0.9473684210526316,RFE,R3_F4,3,4
amount,0.7416666666666667,1.0,3.0,0.8947368421052632,RFE,R3_F4,3,4
credit_history,0.6816666666666666,5.0,4.0,0.8421052631578947,RFE,R3_F4,3,4
other_debtors,0.6416666666666667,3.0,5.0,0.7894736842105263,RFE,R3_F4,3,4
installment_rate,0.6416666666666666,1.0,6.0,0.736842105263158,RFE,R3_F4,3,4
purpose,0.5716666666666667,10.0,7.0,0.6842105263157895,RFE,R3_F4,3,4
savings,0.5216666666666667,5.0,8.0,0.631578947368421,RFE,R3_F4,3,4
other_installment_plans,0.5083333333333334,3.0,9.0,0.5789473684210527,RFE,R3_F4,3,4
personal_status_sex,0.49166666666666664,4.0,10.0,0.5263157894736843,RFE,R3_F4,3,4
telephone,0.4416666666666667,2.0,11.0,0.4736842105263158,RFE,R3_F4,3,4
age,0.44166666666666665,1.0,12.5,0.39473684210526316,RFE,R3_F4,3,4
duration,0.44166666666666665,1.0,12.5,0.39473684210526316,RFE,R3_F4,3,4
employment_duration,0.40166666666666667,5.0,14.0,0.3157894736842105,RFE,R3_F4,3,4
number_credits,0.3416666666666667,1.0,15.5,0.23684210526315785,RFE,R3_F4,3,4
people_liable,0.3416666666666667,1.0,15.5,0.23684210526315785,RFE,R3_F4,3,4
housing,0.275,3.0,17.0,0.1578947368421053,RFE,R3_F4,3,4
job,0.24166666666666667,4.0,18.0,0.10526315789473684,RFE,R3_F4,3,4
property,0.1916666666666667,4.0,19.0,0.052631578947368474,RFE,R3_F4,3,4
present_residence,0.14166666666666672,1.0,20.0,0.0,RFE,R3_F4,3,4
age,0.4526315789473684,,11.0,0.4736842105263158,EqualConsensus,R3_F4,3,4
amount,0.9263157894736842,,1.0,1.0,EqualConsensus,R3_F4,3,4
credit_history,0.7473684210526316,,4.0,0.8421052631578947,EqualConsensus,R3_F4,3,4
duration,0.7736842105263159,,3.0,0.8947368421052632,EqualConsensus,R3_F4,3,4
employment_duration,0.37894736842105264,,15.5,0.23684210526315785,EqualConsensus,R3_F4,3,4
foreign_worker,0.6105263157894737,,6.0,0.736842105263158,EqualConsensus,R3_F4,3,4
housing,0.3263157894736842,,17.0,0.1578947368421053,EqualConsensus,R3_F4,3,4
installment_rate,0.6947368421052632,,5.0,0.7894736842105263,EqualConsensus,R3_F4,3,4
job,0.14736842105263157,,20.0,0.0,EqualConsensus,R3_F4,3,4
number_credits,0.4578947368421053,,10.0,0.5263157894736843,EqualConsensus,R3_F4,3,4
other_debtors,0.43157894736842106,,12.0,0.42105263157894735,EqualConsensus,R3_F4,3,4
other_installment_plans,0.5263157894736843,,7.5,0.6578947368421053,EqualConsensus,R3_F4,3,4
people_liable,0.17894736842105263,,19.0,0.052631578947368474,EqualConsensus,R3_F4,3,4
personal_status_sex,0.5263157894736843,,7.5,0.6578947368421053,EqualConsensus,R3_F4,3,4
present_residence,0.37894736842105264,,15.5,0.23684210526315785,EqualConsensus,R3_F4,3,4
property,0.26315789473684215,,18.0,0.10526315789473684,EqualConsensus,R3_F4,3,4
purpose,0.42105263157894735,,13.0,0.368421052631579,EqualConsensus,R3_F4,3,4
savings,0.4947368421052632,,9.0,0.5789473684210527,EqualConsensus,R3_F4,3,4
status,0.8631578947368421,,2.0,0.9473684210526316,EqualConsensus,R3_F4,3,4
telephone,0.4,,14.0,0.3157894736842105,EqualConsensus,R3_F4,3,4
status,0.8166666666666667,4.0,1.0,1.0,Chi2,R3_F5,3,5
duration,0.6833333333333333,1.0,2.0,0.9473684210526316,Chi2,R3_F5,3,5
credit_history,0.6733333333333333,5.0,3.0,0.8947368421052632,Chi2,R3_F5,3,5
housing,0.6722222222222222,3.0,4.0,0.8421052631578947,Chi2,R3_F5,3,5
savings,0.63,5.0,5.0,0.7894736842105263,Chi2,R3_F5,3,5
amount,0.5833333333333333,1.0,6.0,0.736842105263158,Chi2,R3_F5,3,5
property,0.5666666666666667,4.0,7.0,0.6842105263157895,Chi2,R3_F5,3,5
other_installment_plans,0.5388888888888889,3.0,8.0,0.631578947368421,Chi2,R3_F5,3,5
employment_duration,0.5066666666666666,5.0,9.0,0.5789473684210527,Chi2,R3_F5,3,5
personal_status_sex,0.49583333333333335,4.0,10.0,0.5263157894736843,Chi2,R3_F5,3,5
purpose,0.4683333333333334,10.0,11.0,0.4736842105263158,Chi2,R3_F5,3,5
foreign_worker,0.44166666666666665,2.0,12.0,0.42105263157894735,Chi2,R3_F5,3,5
installment_rate,0.43333333333333335,1.0,13.0,0.368421052631579,Chi2,R3_F5,3,5
age,0.35,1.0,14.0,0.3157894736842105,Chi2,R3_F5,3,5
other_debtors,0.33888888888888885,3.0,15.0,0.26315789473684215,Chi2,R3_F5,3,5
job,0.275,4.0,16.0,0.21052631578947367,Chi2,R3_F5,3,5
number_credits,0.23333333333333328,1.0,17.0,0.1578947368421053,Chi2,R3_F5,3,5
present_residence,0.15000000000000002,1.0,18.0,0.10526315789473684,Chi2,R3_F5,3,5
telephone,0.09166666666666667,2.0,19.0,0.052631578947368474,Chi2,R3_F5,3,5
people_liable,0.0,1.0,20.0,0.0,Chi2,R3_F5,3,5
amount,0.9666666666666667,1.0,1.0,1.0,MI,R3_F5,3,5
duration,0.95,1.0,2.0,0.9473684210526316,MI,R3_F5,3,5
number_credits,0.8833333333333333,1.0,3.0,0.8947368421052632,MI,R3_F5,3,5
status,0.7791666666666667,4.0,4.0,0.8421052631578947,MI,R3_F5,3,5
housing,0.6555555555555556,3.0,5.0,0.7894736842105263,MI,R3_F5,3,5
age,0.65,1.0,6.0,0.736842105263158,MI,R3_F5,3,5
credit_history,0.6366666666666667,5.0,7.0,0.6842105263157895,MI,R3_F5,3,5
savings,0.6066666666666667,5.0,8.0,0.631578947368421,MI,R3_F5,3,5
installment_rate,0.6,1.0,9.0,0.5789473684210527,MI,R3_F5,3,5
foreign_worker,0.575,2.0,10.0,0.5263157894736843,MI,R3_F5,3,5
other_installment_plans,0.5666666666666667,3.0,11.0,0.4736842105263158,MI,R3_F5,3,5
property,0.5541666666666667,4.0,12.0,0.42105263157894735,MI,R3_F5,3,5
personal_status_sex,0.4375,4.0,13.0,0.368421052631579,MI,R3_F5,3,5
employment_duration,0.43,5.0,14.0,0.3157894736842105,MI,R3_F5,3,5
purpose,0.395,10.0,15.0,0.26315789473684215,MI,R3_F5,3,5
other_debtors,0.3333333333333333,3.0,16.0,0.21052631578947367,MI,R3_F5,3,5
job,0.24166666666666667,4.0,17.0,0.1578947368421053,MI,R3_F5,3,5
telephone,0.125,2.0,18.0,0.10526315789473684,MI,R3_F5,3,5
people_liable,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R3_F5,3,5
present_residence,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R3_F5,3,5
installment_rate,0.7333333333333334,1.0,1.0,1.0,L1,R3_F5,3,5
amount,0.7166666666666667,1.0,2.0,0.9473684210526316,L1,R3_F5,3,5
credit_history,0.695,5.0,3.0,0.8947368421052632,L1,R3_F5,3,5
status,0.6645833333333333,4.0,4.0,0.8421052631578947,L1,R3_F5,3,5
duration,0.6,1.0,5.0,0.7894736842105263,L1,R3_F5,3,5
number_credits,0.5833333333333333,1.0,6.0,0.736842105263158,L1,R3_F5,3,5
foreign_worker,0.5458333333333334,2.0,7.0,0.6842105263157895,L1,R3_F5,3,5
housing,0.5361111111111111,3.0,8.0,0.631578947368421,L1,R3_F5,3,5
employment_duration,0.5183333333333333,5.0,9.0,0.5789473684210527,L1,R3_F5,3,5
savings,0.505,5.0,10.0,0.5263157894736843,L1,R3_F5,3,5
age,0.4833333333333333,1.0,11.0,0.4736842105263158,L1,R3_F5,3,5
property,0.47916666666666663,4.0,12.0,0.42105263157894735,L1,R3_F5,3,5
purpose,0.45583333333333337,10.0,13.0,0.368421052631579,L1,R3_F5,3,5
personal_status_sex,0.44375,4.0,14.0,0.3157894736842105,L1,R3_F5,3,5
people_liable,0.43333333333333335,1.0,15.0,0.26315789473684215,L1,R3_F5,3,5
other_installment_plans,0.4305555555555556,3.0,16.0,0.21052631578947367,L1,R3_F5,3,5
other_debtors,0.41111111111111115,3.0,17.0,0.1578947368421053,L1,R3_F5,3,5
present_residence,0.3666666666666667,1.0,18.0,0.10526315789473684,L1,R3_F5,3,5
telephone,0.3541666666666667,2.0,19.0,0.052631578947368474,L1,R3_F5,3,5
job,0.2875,4.0,20.0,0.0,L1,R3_F5,3,5
amount,1.0,1.0,1.0,1.0,RF,R3_F5,3,5
age,0.9833333333333333,1.0,2.0,0.9473684210526316,RF,R3_F5,3,5
duration,0.9666666666666667,1.0,3.0,0.8947368421052632,RF,R3_F5,3,5
installment_rate,0.9166666666666666,1.0,4.0,0.8421052631578947,RF,R3_F5,3,5
present_residence,0.9,1.0,5.0,0.7894736842105263,RF,R3_F5,3,5
number_credits,0.85,1.0,6.0,0.736842105263158,RF,R3_F5,3,5
status,0.725,4.0,7.0,0.6842105263157895,RF,R3_F5,3,5
property,0.6583333333333333,4.0,8.0,0.631578947368421,RF,R3_F5,3,5
people_liable,0.6166666666666667,1.0,9.0,0.5789473684210527,RF,R3_F5,3,5
telephone,0.5583333333333333,2.0,10.0,0.5263157894736843,RF,R3_F5,3,5
employment_duration,0.53,5.0,11.0,0.4736842105263158,RF,R3_F5,3,5
credit_history,0.5,5.0,12.0,0.42105263157894735,RF,R3_F5,3,5
housing,0.47222222222222227,3.0,13.0,0.368421052631579,RF,R3_F5,3,5
personal_status_sex,0.4708333333333333,4.0,14.0,0.3157894736842105,RF,R3_F5,3,5
other_installment_plans,0.4666666666666666,3.0,15.0,0.26315789473684215,RF,R3_F5,3,5
job,0.43333333333333335,4.0,16.0,0.21052631578947367,RF,R3_F5,3,5
savings,0.39,5.0,17.0,0.1578947368421053,RF,R3_F5,3,5
purpose,0.325,10.0,18.0,0.10526315789473684,RF,R3_F5,3,5
other_debtors,0.22777777777777777,3.0,19.0,0.052631578947368474,RF,R3_F5,3,5
foreign_worker,0.07500000000000001,2.0,20.0,0.0,RF,R3_F5,3,5
amount,0.7416666666666667,1.0,1.5,0.9736842105263158,RFE,R3_F5,3,5
foreign_worker,0.7416666666666667,2.0,1.5,0.9736842105263158,RFE,R3_F5,3,5
status,0.7312500000000001,4.0,3.0,0.8947368421052632,RFE,R3_F5,3,5
credit_history,0.6816666666666666,5.0,4.0,0.8421052631578947,RFE,R3_F5,3,5
installment_rate,0.6416666666666666,1.0,5.0,0.7894736842105263,RFE,R3_F5,3,5
housing,0.6083333333333333,3.0,6.0,0.736842105263158,RFE,R3_F5,3,5
savings,0.5616666666666668,5.0,7.0,0.6842105263157895,RFE,R3_F5,3,5
purpose,0.5516666666666666,10.0,8.0,0.631578947368421,RFE,R3_F5,3,5
duration,0.5416666666666667,1.0,9.5,0.5526315789473684,RFE,R3_F5,3,5
number_credits,0.5416666666666667,1.0,9.5,0.5526315789473684,RFE,R3_F5,3,5
other_debtors,0.5083333333333333,3.0,11.0,0.4736842105263158,RFE,R3_F5,3,5
property,0.4666666666666667,4.0,12.0,0.42105263157894735,RFE,R3_F5,3,5
other_installment_plans,0.4083333333333334,3.0,13.0,0.368421052631579,RFE,R3_F5,3,5
employment_duration,0.40166666666666667,5.0,14.0,0.3157894736842105,RFE,R3_F5,3,5
personal_status_sex,0.3666666666666667,4.0,15.0,0.26315789473684215,RFE,R3_F5,3,5
telephone,0.2916666666666667,2.0,16.0,0.21052631578947367,RFE,R3_F5,3,5
people_liable,0.2416666666666667,1.0,17.0,0.1578947368421053,RFE,R3_F5,3,5
job,0.24166666666666667,4.0,18.0,0.10526315789473684,RFE,R3_F5,3,5
age,0.14166666666666672,1.0,19.0,0.052631578947368474,RFE,R3_F5,3,5
present_residence,0.04166666666666663,1.0,20.0,0.0,RFE,R3_F5,3,5
age,0.5052631578947369,,11.0,0.4736842105263158,EqualConsensus,R3_F5,3,5
amount,0.9315789473684211,,1.0,1.0,EqualConsensus,R3_F5,3,5
credit_history,0.7473684210526316,,4.0,0.8421052631578947,EqualConsensus,R3_F5,3,5
duration,0.8263157894736842,,3.0,0.8947368421052632,EqualConsensus,R3_F5,3,5
employment_duration,0.4526315789473685,,12.0,0.42105263157894735,EqualConsensus,R3_F5,3,5
foreign_worker,0.5210526315789474,,9.0,0.5789473684210527,EqualConsensus,R3_F5,3,5
housing,0.6736842105263159,,6.0,0.736842105263158,EqualConsensus,R3_F5,3,5
installment_rate,0.7157894736842106,,5.0,0.7894736842105263,EqualConsensus,R3_F5,3,5
job,0.1368421052631579,,20.0,0.0,EqualConsensus,R3_F5,3,5
number_credits,0.6157894736842107,,7.0,0.6842105263157895,EqualConsensus,R3_F5,3,5
other_debtors,0.23157894736842105,,16.0,0.21052631578947367,EqualConsensus,R3_F5,3,5
other_installment_plans,0.3894736842105263,,13.0,0.368421052631579,EqualConsensus,R3_F5,3,5
people_liable,0.20526315789473687,,17.0,0.1578947368421053,EqualConsensus,R3_F5,3,5
personal_status_sex,0.3578947368421053,,15.0,0.26315789473684215,EqualConsensus,R3_F5,3,5
present_residence,0.20526315789473681,,18.0,0.10526315789473684,EqualConsensus,R3_F5,3,5
property,0.5157894736842106,,10.0,0.5263157894736843,EqualConsensus,R3_F5,3,5
purpose,0.368421052631579,,14.0,0.3157894736842105,EqualConsensus,R3_F5,3,5
savings,0.5578947368421053,,8.0,0.631578947368421,EqualConsensus,R3_F5,3,5
status,0.8526315789473683,,2.0,0.9473684210526316,EqualConsensus,R3_F5,3,5
telephone,0.18947368421052635,,19.0,0.052631578947368474,EqualConsensus,R3_F5,3,5
status,0.7833333333333333,4.0,1.0,1.0,Chi2,R4_F1,4,1
duration,0.7166666666666667,1.0,2.0,0.9473684210526316,Chi2,R4_F1,4,1
housing,0.7111111111111111,3.0,3.0,0.8947368421052632,Chi2,R4_F1,4,1
credit_history,0.7,5.0,4.0,0.8421052631578947,Chi2,R4_F1,4,1
savings,0.65,5.0,5.0,0.7894736842105263,Chi2,R4_F1,4,1
other_installment_plans,0.638888888888889,3.0,6.0,0.736842105263158,Chi2,R4_F1,4,1
amount,0.5833333333333333,1.0,7.0,0.6842105263157895,Chi2,R4_F1,4,1
purpose,0.525,10.0,8.0,0.631578947368421,Chi2,R4_F1,4,1
employment_duration,0.48,5.0,9.0,0.5789473684210527,Chi2,R4_F1,4,1
property,0.4458333333333333,4.0,10.0,0.5263157894736843,Chi2,R4_F1,4,1
foreign_worker,0.44166666666666665,2.0,11.0,0.4736842105263158,Chi2,R4_F1,4,1
other_debtors,0.41111111111111115,3.0,12.0,0.42105263157894735,Chi2,R4_F1,4,1
age,0.4,1.0,13.0,0.368421052631579,Chi2,R4_F1,4,1
personal_status_sex,0.3916666666666666,4.0,14.0,0.3157894736842105,Chi2,R4_F1,4,1
telephone,0.29166666666666663,2.0,15.0,0.26315789473684215,Chi2,R4_F1,4,1
installment_rate,0.21666666666666667,1.0,16.0,0.21052631578947367,Chi2,R4_F1,4,1
number_credits,0.19999999999999996,1.0,17.0,0.1578947368421053,Chi2,R4_F1,4,1
job,0.16666666666666669,4.0,18.0,0.10526315789473684,Chi2,R4_F1,4,1
people_liable,0.050000000000000044,1.0,19.0,0.052631578947368474,Chi2,R4_F1,4,1
present_residence,0.033333333333333326,1.0,20.0,0.0,Chi2,R4_F1,4,1
present_residence,0.9833333333333333,1.0,1.0,1.0,MI,R4_F1,4,1
duration,0.8333333333333334,1.0,2.0,0.9473684210526316,MI,R4_F1,4,1
amount,0.8166666666666667,1.0,3.0,0.8947368421052632,MI,R4_F1,4,1
status,0.7708333333333334,4.0,4.0,0.8421052631578947,MI,R4_F1,4,1
housing,0.7277777777777779,3.0,5.0,0.7894736842105263,MI,R4_F1,4,1
credit_history,0.6733333333333333,5.0,6.0,0.736842105263158,MI,R4_F1,4,1
other_installment_plans,0.6611111111111111,3.0,7.0,0.6842105263157895,MI,R4_F1,4,1
foreign_worker,0.6416666666666666,2.0,8.0,0.631578947368421,MI,R4_F1,4,1
savings,0.6383333333333333,5.0,9.0,0.5789473684210527,MI,R4_F1,4,1
purpose,0.4533333333333333,10.0,10.0,0.5263157894736843,MI,R4_F1,4,1
employment_duration,0.45,5.0,11.0,0.4736842105263158,MI,R4_F1,4,1
property,0.43333333333333335,4.0,12.0,0.42105263157894735,MI,R4_F1,4,1
personal_status_sex,0.4,4.0,13.0,0.368421052631579,MI,R4_F1,4,1
other_debtors,0.36944444444444446,3.0,14.0,0.3157894736842105,MI,R4_F1,4,1
telephone,0.3583333333333333,2.0,15.0,0.26315789473684215,MI,R4_F1,4,1
job,0.18333333333333332,4.0,16.0,0.21052631578947367,MI,R4_F1,4,1
age,0.025000000000000022,1.0,18.5,0.07894736842105265,MI,R4_F1,4,1
installment_rate,0.025000000000000022,1.0,18.5,0.07894736842105265,MI,R4_F1,4,1
number_credits,0.025000000000000022,1.0,18.5,0.07894736842105265,MI,R4_F1,4,1
people_liable,0.025000000000000022,1.0,18.5,0.07894736842105265,MI,R4_F1,4,1
amount,0.75,1.0,1.0,1.0,L1,R4_F1,4,1
status,0.7416666666666667,4.0,2.0,0.9473684210526316,L1,R4_F1,4,1
installment_rate,0.6833333333333333,1.0,3.0,0.8947368421052632,L1,R4_F1,4,1
duration,0.65,1.0,4.0,0.8421052631578947,L1,R4_F1,4,1
foreign_worker,0.625,2.0,5.0,0.7894736842105263,L1,R4_F1,4,1
number_credits,0.6166666666666667,1.0,6.0,0.736842105263158,L1,R4_F1,4,1
credit_history,0.6083333333333333,5.0,7.0,0.6842105263157895,L1,R4_F1,4,1
age,0.5833333333333333,1.0,8.0,0.631578947368421,L1,R4_F1,4,1
other_debtors,0.5472222222222222,3.0,9.0,0.5789473684210527,L1,R4_F1,4,1
savings,0.54,5.0,10.0,0.5263157894736843,L1,R4_F1,4,1
purpose,0.4725,10.0,11.0,0.4736842105263158,L1,R4_F1,4,1
telephone,0.46666666666666673,2.0,12.0,0.42105263157894735,L1,R4_F1,4,1
employment_duration,0.4583333333333333,5.0,13.0,0.368421052631579,L1,R4_F1,4,1
housing,0.44722222222222224,3.0,14.0,0.3157894736842105,L1,R4_F1,4,1
other_installment_plans,0.4416666666666667,3.0,15.0,0.26315789473684215,L1,R4_F1,4,1
property,0.43333333333333335,4.0,16.0,0.21052631578947367,L1,R4_F1,4,1
people_liable,0.41666666666666663,1.0,17.0,0.1578947368421053,L1,R4_F1,4,1
personal_status_sex,0.35416666666666663,4.0,18.0,0.10526315789473684,L1,R4_F1,4,1
present_residence,0.30000000000000004,1.0,19.0,0.052631578947368474,L1,R4_F1,4,1
job,0.2833333333333333,4.0,20.0,0.0,L1,R4_F1,4,1
amount,1.0,1.0,1.0,1.0,RF,R4_F1,4,1
age,0.9833333333333333,1.0,2.0,0.9473684210526316,RF,R4_F1,4,1
duration,0.9666666666666667,1.0,3.0,0.8947368421052632,RF,R4_F1,4,1
installment_rate,0.9333333333333333,1.0,4.0,0.8421052631578947,RF,R4_F1,4,1
present_residence,0.9166666666666666,1.0,5.0,0.7894736842105263,RF,R4_F1,4,1
number_credits,0.85,1.0,6.0,0.736842105263158,RF,R4_F1,4,1
status,0.7375,4.0,7.0,0.6842105263157895,RF,R4_F1,4,1
telephone,0.7083333333333333,2.0,8.0,0.631578947368421,RF,R4_F1,4,1
property,0.6125,4.0,9.0,0.5789473684210527,RF,R4_F1,4,1
other_installment_plans,0.5555555555555556,3.0,10.0,0.5263157894736843,RF,R4_F1,4,1
credit_history,0.5366666666666666,5.0,11.0,0.4736842105263158,RF,R4_F1,4,1
employment_duration,0.5,5.0,12.0,0.42105263157894735,RF,R4_F1,4,1
