dataset,run_id,source_feature,selected
Taiwan Credit Card Default,R4_F5,pay_4,1
Taiwan Credit Card Default,R4_F5,pay_5,1
Taiwan Credit Card Default,R4_F5,pay_6,1
Taiwan Credit Card Default,R4_F5,limit_bal,1
Taiwan Credit Card Default,R4_F5,age,0
Taiwan Credit Card Default,R4_F5,bill_amt1,1
Taiwan Credit Card Default,R4_F5,bill_amt2,1
Taiwan Credit Card Default,R4_F5,bill_amt3,0
Taiwan Credit Card Default,R4_F5,bill_amt4,0
Taiwan Credit Card Default,R4_F5,bill_amt5,0
Taiwan Credit Card Default,R4_F5,bill_amt6,0
Taiwan Credit Card Default,R4_F5,pay_amt1,1
Taiwan Credit Card Default,R4_F5,pay_amt2,1
Taiwan Credit Card Default,R4_F5,pay_amt3,1
Taiwan Credit Card Default,R4_F5,pay_amt4,1
Taiwan Credit Card Default,R4_F5,pay_amt5,1
Taiwan Credit Card Default,R4_F5,pay_amt6,1
Taiwan Credit Card Default,R5_F1,sex,1
Taiwan Credit Card Default,R5_F1,education,1
Taiwan Credit Card Default,R5_F1,marriage,1
Taiwan Credit Card Default,R5_F1,pay_0,1
Taiwan Credit Card Default,R5_F1,pay_2,1
Taiwan Credit Card Default,R5_F1,pay_3,1
Taiwan Credit Card Default,R5_F1,pay_4,1
Taiwan Credit Card Default,R5_F1,pay_5,1
Taiwan Credit Card Default,R5_F1,pay_6,1
Taiwan Credit Card Default,R5_F1,limit_bal,1
Taiwan Credit Card Default,R5_F1,age,1
Taiwan Credit Card Default,R5_F1,bill_amt1,0
Taiwan Credit Card Default,R5_F1,bill_amt2,1
Taiwan Credit Card Default,R5_F1,bill_amt3,0
Taiwan Credit Card Default,R5_F1,bill_amt4,0
Taiwan Credit Card Default,R5_F1,bill_amt5,0
Taiwan Credit Card Default,R5_F1,bill_amt6,0
Taiwan Credit Card Default,R5_F1,pay_amt1,1
Taiwan Credit Card Default,R5_F1,pay_amt2,1
Taiwan Credit Card Default,R5_F1,pay_amt3,1
Taiwan Credit Card Default,R5_F1,pay_amt4,1
Taiwan Credit Card Default,R5_F1,pay_amt5,1
Taiwan Credit Card Default,R5_F1,pay_amt6,1
Taiwan Credit Card Default,R5_F2,sex,1
Taiwan Credit Card Default,R5_F2,education,1
Taiwan Credit Card Default,R5_F2,marriage,1
Taiwan Credit Card Default,R5_F2,pay_0,1
Taiwan Credit Card Default,R5_F2,pay_2,1
Taiwan Credit Card Default,R5_F2,pay_3,1
Taiwan Credit Card Default,R5_F2,pay_4,1
Taiwan Credit Card Default,R5_F2,pay_5,1
Taiwan Credit Card Default,R5_F2,pay_6,1
Taiwan Credit Card Default,R5_F2,limit_bal,1
Taiwan Credit Card Default,R5_F2,age,1
Taiwan Credit Card Default,R5_F2,bill_amt1,1
Taiwan Credit Card Default,R5_F2,bill_amt2,0
Taiwan Credit Card Default,R5_F2,bill_amt3,0
Taiwan Credit Card Default,R5_F2,bill_amt4,0
Taiwan Credit Card Default,R5_F2,bill_amt5,0
Taiwan Credit Card Default,R5_F2,bill_amt6,0
Taiwan Credit Card Default,R5_F2,pay_amt1,1
Taiwan Credit Card Default,R5_F2,pay_amt2,1
Taiwan Credit Card Default,R5_F2,pay_amt3,1
Taiwan Credit Card Default,R5_F2,pay_amt4,1
Taiwan Credit Card Default,R5_F2,pay_amt5,1
Taiwan Credit Card Default,R5_F2,pay_amt6,1
Taiwan Credit Card Default,R5_F3,sex,1
Taiwan Credit Card Default,R5_F3,education,1
Taiwan Credit Card Default,R5_F3,marriage,1
Taiwan Credit Card Default,R5_F3,pay_0,1
Taiwan Credit Card Default,R5_F3,pay_2,1
Taiwan Credit Card Default,R5_F3,pay_3,1
Taiwan Credit Card Default,R5_F3,pay_4,1
Taiwan Credit Card Default,R5_F3,pay_5,1
Taiwan Credit Card Default,R5_F3,pay_6,1
Taiwan Credit Card Default,R5_F3,limit_bal,1
Taiwan Credit Card Default,R5_F3,age,1
Taiwan Credit Card Default,R5_F3,bill_amt1,1
Taiwan Credit Card Default,R5_F3,bill_amt2,0
Taiwan Credit Card Default,R5_F3,bill_amt3,0
Taiwan Credit Card Default,R5_F3,bill_amt4,0
Taiwan Credit Card Default,R5_F3,bill_amt5,0
Taiwan Credit Card Default,R5_F3,bill_amt6,0
Taiwan Credit Card Default,R5_F3,pay_amt1,1
Taiwan Credit Card Default,R5_F3,pay_amt2,1
Taiwan Credit Card Default,R5_F3,pay_amt3,1
Taiwan Credit Card Default,R5_F3,pay_amt4,1
Taiwan Credit Card Default,R5_F3,pay_amt5,1
Taiwan Credit Card Default,R5_F3,pay_amt6,1
Taiwan Credit Card Default,R5_F4,sex,1
Taiwan Credit Card Default,R5_F4,education,1
Taiwan Credit Card Default,R5_F4,marriage,1
Taiwan Credit Card Default,R5_F4,pay_0,1
Taiwan Credit Card Default,R5_F4,pay_2,1
Taiwan Credit Card Default,R5_F4,pay_3,1
Taiwan Credit Card Default,R5_F4,pay_4,1
Taiwan Credit Card Default,R5_F4,pay_5,1
Taiwan Credit Card Default,R5_F4,pay_6,1
Taiwan Credit Card Default,R5_F4,limit_bal,1
Taiwan Credit Card Default,R5_F4,age,1
Taiwan Credit Card Default,R5_F4,bill_amt1,1
Taiwan Credit Card Default,R5_F4,bill_amt2,0
Taiwan Credit Card Default,R5_F4,bill_amt3,0
Taiwan Credit Card Default,R5_F4,bill_amt4,0
Taiwan Credit Card Default,R5_F4,bill_amt5,0
Taiwan Credit Card Default,R5_F4,bill_amt6,0
Taiwan Credit Card Default,R5_F4,pay_amt1,1
Taiwan Credit Card Default,R5_F4,pay_amt2,1
Taiwan Credit Card Default,R5_F4,pay_amt3,1
Taiwan Credit Card Default,R5_F4,pay_amt4,1
Taiwan Credit Card Default,R5_F4,pay_amt5,1
Taiwan Credit Card Default,R5_F4,pay_amt6,1
Taiwan Credit Card Default,R5_F5,sex,1
Taiwan Credit Card Default,R5_F5,education,1
Taiwan Credit Card Default,R5_F5,marriage,1
Taiwan Credit Card Default,R5_F5,pay_0,1
Taiwan Credit Card Default,R5_F5,pay_2,1
Taiwan Credit Card Default,R5_F5,pay_3,1
Taiwan Credit Card Default,R5_F5,pay_4,1
Taiwan Credit Card Default,R5_F5,pay_5,1
Taiwan Credit Card Default,R5_F5,pay_6,1
Taiwan Credit Card Default,R5_F5,limit_bal,1
Taiwan Credit Card Default,R5_F5,age,0
Taiwan Credit Card Default,R5_F5,bill_amt1,1
Taiwan Credit Card Default,R5_F5,bill_amt2,1
Taiwan Credit Card Default,R5_F5,bill_amt3,0
Taiwan Credit Card Default,R5_F5,bill_amt4,0
Taiwan Credit Card Default,R5_F5,bill_amt5,0
Taiwan Credit Card Default,R5_F5,bill_amt6,0
Taiwan Credit Card Default,R5_F5,pay_amt1,1
Taiwan Credit Card Default,R5_F5,pay_amt2,1
Taiwan Credit Card Default,R5_F5,pay_amt3,1
Taiwan Credit Card Default,R5_F5,pay_amt4,1
Taiwan Credit Card Default,R5_F5,pay_amt5,1
Taiwan Credit Card Default,R5_F5,pay_amt6,1
