dataset,run_id,repeat,fold,feature_regime,training_regime,ensemble_type,selected_source_features,feature_selection_runtime_seconds,lr_runtime_seconds,rf_runtime_seconds,xgb_runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100,reference_roc_auc,reference_pr_auc,reference_recall_adverse,reference_precision_adverse,reference_f1_adverse,reference_balanced_accuracy,reference_mcc,reference_gmean,reference_ks_statistic,reference_cost_FN2_FP1_per100,reference_cost_FN5_FP1_per100,reference_cost_FN10_FP1_per100,delta_roc_auc,delta_pr_auc,delta_recall_adverse,delta_precision_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc,delta_gmean,delta_ks_statistic,delta_cost_FN2_FP1_per100,delta_cost_FN5_FP1_per100,delta_cost_FN10_FP1_per100,reference_name
Taiwan Credit Card Default,R3_F4,3,4,FrozenChi2Top75,Balanced,SoftVote,18,0.10515649995068088,0.14208709995727986,4.648826100048609,0.7267541000037454,0.8076666666666666,0.5794314381270903,0.515625,0.8919673539518901,0.5456692913385827,0.7037961769759451,0.42536823915991057,0.7785257405958518,0.5649295989712437,0.6781745106397344,0.4341556210112911,4153,503,651,693,19.233333333333334,30.083333333333332,62.63333333333333,116.88333333333334,0.7884808132875143,0.5671252125930782,0.3742559523809524,0.6815718157181572,0.4831892411143131,0.6618917218949435,0.411014511273142,0.5961260903610472,0.4532707412862052,,,,-0.009955072691662514,-0.0021956136218345135,0.14136904761904762,-0.10214037759106687,0.06248005022426956,0.0419044550810016,0.014353727886768586,0.0820484202786872,-0.019115120274914077,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R3_F5,3,5,FrozenChi2Top75,Balanced,SoftVote,18,0.10534680000273511,0.1317022999865003,4.4418982999632135,0.7210344000486657,0.8083333333333333,0.5698560541913632,0.511787072243346,0.8915688367129135,0.5392628205128205,0.7016779544781298,0.4196649371492815,0.7834019258940638,0.5434592171045138,0.6754949331006915,0.4286822680588075,4177,508,642,673,19.166666666666668,29.866666666666667,61.96666666666667,115.46666666666667,0.7875936063238796,0.552056450813601,0.3749049429657795,0.6547144754316069,0.4767891682785299,0.6597043391456432,0.3988516247421987,0.5950622816337588,0.4421310630561902,,,,-0.0041916804298158805,-0.00859723370908716,0.1368821292775665,-0.08485842124024368,0.06247365223429058,0.04197361533248656,0.020813312407082785,0.08043265146693268,-0.013448794997382718,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R4_F1,4,1,FrozenChi2Top75,Balanced,SoftVote,18,0.11119839997263625,0.13455750001594424,4.380045199999586,0.7359372000209987,0.8139379793264422,0.5919931856899489,0.5217717717717718,0.8973424774967853,0.5546687948922586,0.7095571246342786,0.43905528385661596,0.7825006210668448,0.5735376072287959,0.6842572428331095,0.4341347348205471,4187,479,637,695,18.606202067355785,29.226408802934312,61.08702900966989,114.18806268756252,0.7872589423971763,0.5718378725666694,0.3663663663663664,0.7011494252873564,0.4812623274161736,0.660894284769124,0.4176097323721819,0.5916371868990578,0.4437403541561278,,,,-0.004758321330331494,0.001699734662126473,0.15540540540540543,-0.1091562395974075,0.07340646747608504,0.04866283986515452,0.021445551484434056,0.09262005593405176,-0.009605619335580684,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R4_F2,4,2,FrozenChi2Top75,Balanced,SoftVote,18,0.10667680000187829,0.13209910003934056,4.520801300008316,0.7202386999852024,0.8150616461179607,0.5823888404533566,0.5142417244033872,0.8981501169466298,0.5461978740801309,0.7061959206750086,0.43194236672534664,0.7849169047912515,0.5567875669478647,0.679607434414706,0.44231623239519036,4224,479,631,668,18.493835388203934,29.006997667444185,60.54648450516495,113.11229590136621,0.789230155779884,0.5612352321858743,0.3610469591993841,0.672883787661406,0.469939879759519,0.656283632693462,0.4017690470324003,0.5861258509616157,0.4458412455843215,,,,-0.004313250988632444,-0.004447665238009657,0.1531947652040031,-0.0904949472080494,0.07625799432061187,0.049912287981546566,0.030173319692946343,0.09348158345309021,-0.003525013189131121,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R4_F3,4,3,FrozenChi2Top75,Balanced,SoftVote,18,0.10829030000604689,0.13392469997052103,4.395360199967399,0.7382248999783769,0.8046666666666666,0.5793581960104076,0.4929889298892989,0.8955866523143164,0.532695374800638,0.6942877911018077,0.4123697976529521,0.7760687800634734,0.5593083281255641,0.6644654282561091,0.41958142509304536,4160,485,687,668,19.533333333333335,30.983333333333334,65.33333333333333,122.58333333333333,0.7791599903081915,0.5620309588159844,0.3601476014760147,0.667578659370725,0.4678811121764142,0.6539166425033465,0.3935095674492129,0.58421462312812,0.4320401653962717,,,,-0.0030912102447181455,-0.0027226306904203357,0.13284132841328417,-0.08822046336031741,0.0648142626242238,0.04037114859846125,0.018860230203739226,0.0802508051279891,-0.012458740303226357,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R4_F4,4,4,FrozenChi2Top75,Balanced,SoftVote,18,0.10817710001720116,0.13208400004077703,4.516215599956922,0.7717857999959961,0.8046705587989992,0.5630983463881636,0.49164133738601823,0.892712117973926,0.5249492900608519,0.6921767276799722,0.4041881137390139,0.7685741471789819,0.5489140370604475,0.6624908901874846,0.4080027426430322,4177,502,669,647,19.532944120100083,30.692243536280234,64.17014178482069,119.96663886572144,0.7714208898194156,0.5520287810958993,0.3525835866261398,0.6507713884992987,0.4573681616559881,0.6496835436870815,0.3827935010659395,0.5777718602114423,0.4193776954652847,,,,-0.0028467426404337193,-0.0031147440354517553,0.13905775075987842,-0.08767304211113514,0.0675811284048638,0.042493183992890704,0.02139461267307441,0.0847190299760423,-0.011374952822252482,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R4_F5,4,5,FrozenChi2Top75,Balanced,SoftVote,18,0.11262830003397539,0.14849600003799424,4.6748969000182115,0.7560068999882787,0.8003330557868443,0.5524475524475524,0.532983508245877,0.8766859344894027,0.5425410148798169,0.7048347213676398,0.4150000775052261,0.7752297582743631,0.5539605901394313,0.6835635632433731,0.4276925442224295,4095,576,623,711,19.96669442131557,30.341382181515403,61.46544546211491,113.33888426311407,0.7862809122092776,0.55905982232178,0.389055472263868,0.6722797927461139,0.4928774928774929,0.6674457408418463,0.4159134182382904,0.6066157559188535,0.4364752434315919,,,,-0.011051153934914515,-0.005099232182348645,0.14392803598200904,-0.11983224029856154,0.04966352200232399,0.037388980525793536,-0.0009133407330643162,0.07694780732451956,-0.008782699209162359,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R5_F1,5,1,FrozenChi2Top75,Balanced,SoftVote,18,0.11084430001210421,0.13411199999973178,4.521106399944983,0.7377572000259534,0.8148024670778463,0.581024349286314,0.5306748466257669,0.893716719914803,0.5547094188376753,0.712195783270285,0.43881880339218243,0.785512505145142,0.5629840605298947,0.6886748022598703,0.44058537015621635,4196,499,612,692,18.51975329221537,28.721453575595934,59.326554425737626,110.33505584264044,0.7947165925112867,0.5687410695172419,0.3957055214723926,0.6907630522088354,0.5031691857630424,0.6732521217585605,0.4328550533292781,0.6133810431713665,0.4541809587277942,,,,-0.009204087366144642,-0.005757008987347212,0.13496932515337434,-0.10973870292252141,0.05154023307463296,0.03894366151172446,0.005963750062904338,0.07529375908850378,-0.013595588571577832,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R5_F2,5,2,FrozenChi2Top75,Balanced,SoftVote,18,0.1077876000199467,0.1373371999943629,4.413098299992271,0.7453867000294849,0.8074358119373124,0.5809443507588533,0.5115070527097253,0.8931412599440981,0.544018949861824,0.7023241563269117,0.4239645530897075,0.7771549955250661,0.5649465896159083,0.6759053584100781,0.44055153660147967,4154,497,658,689,19.256418806268755,30.226742247415807,63.137712570856955,117.9893297765922,0.7819386336279751,0.568579585984189,0.3659985152190051,0.6781292984869326,0.4754098360655737,0.6578433771536867,0.4036450342816515,0.5895629613767255,0.4384865385655981,,,,-0.004783638102909049,-0.0036329963682807387,0.14550853749072018,-0.09718494772807929,0.06860911379625029,0.044480779173225016,0.020319518808055992,0.08634239703335267,0.00206499803588156,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R5_F3,5,3,FrozenChi2Top75,Balanced,SoftVote,18,0.10899139998946339,0.13428669999120757,4.537986599956639,0.8356228999909945,0.806268756252084,0.567476948868399,0.5117157974300831,0.8896256684491979,0.5381558028616852,0.7006707329396404,0.4168865122921402,0.7729736743182122,0.5470452973333052,0.674711425977619,0.42676254340119885,4159,516,646,677,19.373124374791598,30.143381127042346,62.454151383794596,116.30543514504835,0.7752042231033828,0.5492351697681787,0.365079365079365,0.6491935483870968,0.467343976777939,0.6546252440370087,0.3890000180041463,0.5871093544725368,0.4258925388337153,,,,-0.002230548785170594,-0.002189872434873452,0.1466364323507181,-0.08171659951869781,0.0708118260837462,0.046045488902631715,0.02788649428799389,0.08760207150508226,0.0008700045674835399,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R5_F4,5,4,FrozenChi2Top75,Balanced,SoftVote,18,0.1606508999830112,0.13936689996626228,4.68105509999441,0.7435260000056587,0.8063280599500416,0.58,0.4951744617668894,0.8963074280807214,0.5342410893071686,0.6957409449238054,0.415003422994212,0.7789211940852292,0.555083167390145,0.6662045844014706,0.41870760301584575,4175,483,680,667,19.367194004995838,30.691090757701915,64.66278101582014,121.28226477935054,0.7856721184076186,0.5625099252494936,0.3489235337787676,0.6752873563218391,0.4601076847772883,0.6502024281173786,0.3914528925397763,0.5761894005931028,0.4389502553740433,,,,-0.00675092432238944,-0.007426757859348654,0.14625092798812178,-0.09528735632183916,0.07413340452988032,0.04553851680642684,0.023550530454435725,0.09001518380836782,-0.020242652358197555,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R5_F5,5,5,FrozenChi2Top75,Balanced,SoftVote,18,0.10964469995815307,0.1452032999950461,4.744348700041883,0.7518857999821194,0.8046666666666666,0.5597326649958229,0.5095057034220533,0.887513340448239,0.5334394904458599,0.6985095219351461,0.4109846907479623,0.774811123600521,0.5501318490263489,0.6724530532472406,0.4221449411802898,4158,527,645,670,19.533333333333335,30.283333333333335,62.53333333333333,116.28333333333333,0.7828737455920725,0.5516035902824951,0.3718631178707224,0.6763485477178424,0.479882237487733,0.6609582398318394,0.4090705249559485,0.5943818682125913,0.4391135855472728,,,,-0.0080626219915515,-0.0014717412561461307,0.13764258555133085,-0.1166158827220195,0.05355725295812691,0.037551282103306716,0.001914165792013811,0.07807118503464927,-0.016968644366983032,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R1_F1,1,1,FrozenChi2Top75,Balanced,SoftVote,11,0.07443899998907,0.04310270003043115,0.5956629999564029,0.21413869998650625,0.8333333333333334,0.9142857142857143,0.7901234567901234,0.8947368421052632,0.847682119205298,0.8424301494476933,0.6744945610141342,0.9194282001299545,0.9491854996059536,0.8408047137128153,0.7303443794671864,51,6,17,64,16.666666666666668,28.985507246376812,65.94202898550725,127.53623188405797,0.9166125189517004,0.9490030610700748,0.8271604938271605,0.9178082191780822,0.8701298701298701,0.8609486679662118,0.7120939041127624,0.8602853992490769,0.7218973359324237,24.63768115942029,55.072463768115945,105.79710144927536,0.002815681178254148,0.00018243853587873726,-0.03703703703703709,-0.003522504892367939,-0.022447750924572074,-0.01851851851851849,-0.037599343098628224,-0.01948068553626159,0.008447043534762777,4.347826086956523,10.869565217391305,21.73913043478261,FrozenFS_Balanced_XGB
Australian Credit Approval,R1_F2,1,2,FrozenChi2Top75,Balanced,SoftVote,11,0.03635700000450015,0.036704299971461296,0.5972345999907702,0.21321549999993294,0.8840579710144928,0.922077922077922,0.8765432098765432,0.8947368421052632,0.8987341772151899,0.8856400259909032,0.7646835652004254,0.9361056963396145,0.9477765973802801,0.8855933059671065,0.806367771280052,51,6,10,71,11.594202898550725,18.840579710144926,40.57971014492754,76.81159420289855,0.9293913796837774,0.9400560244806402,0.8518518518518519,0.8846153846153846,0.8679245283018868,0.8469785575048733,0.6892704238533526,0.8469645375546981,0.7498375568551008,23.91304347826087,50.0,93.47826086956522,0.006714316655837105,0.007720572899639899,0.024691358024691357,0.03746253746253747,0.030809648913303067,0.038661468486029915,0.07541314134707278,0.038628768412408365,0.05653021442495121,-5.072463768115945,-9.420289855072461,-16.66666666666667,FrozenFS_Balanced_XGB
Australian Credit Approval,R1_F3,1,3,FrozenChi2Top75,Balanced,SoftVote,11,0.03892909997375682,0.03866419999394566,0.6457536999951117,0.20798579999245703,0.8840579710144928,0.9102564102564102,0.8875,0.8793103448275862,0.8987341772151899,0.883405172413793,0.7635263453909765,0.934051724137931,0.9342142620978742,0.8833956820329624,0.7935344827586207,51,7,9,71,11.594202898550725,18.115942028985508,37.68115942028985,70.28985507246377,0.9338362068965516,0.9435103513656452,0.9,0.9,0.9,0.8810344827586207,0.7620689655172413,0.8808303292720552,0.7793103448275862,17.391304347826086,34.78260869565217,63.76811594202898,0.00021551724137947037,-0.009296089267771035,-0.012500000000000067,0.01025641025641022,-0.0012658227848101333,0.0023706896551722867,0.0014573798737351762,0.0025653527609071913,0.014224137931034497,0.7246376811594217,2.89855072463768,6.5217391304347885,FrozenFS_Balanced_XGB
Australian Credit Approval,R1_F4,1,4,FrozenChi2Top75,Balanced,SoftVote,11,0.038479800045024604,0.03248380002332851,0.6054544000071473,0.21174030000111088,0.855072463768116,0.821917808219178,0.8955223880597015,0.8169014084507042,0.8571428571428571,0.8562118982552029,0.7133240796790038,0.9220096699600588,0.8932347246525048,0.8553090085490205,0.7456380071473617,58,13,7,60,14.492753623188406,19.565217391304348,34.78260869565217,60.14492753623188,0.9138112255623292,0.8698599587268862,0.8805970149253731,0.8082191780821918,0.8428571428571429,0.8417069581669119,0.6842775399930485,0.840808044033785,0.7298717679209585,21.73913043478261,39.130434782608695,68.1159420289855,0.008198444397729654,0.0233747659256186,0.014925373134328401,0.013698630136986245,0.014285714285714235,0.014504940088291063,0.029046539685955275,0.014500964515235526,0.01576623922640319,-2.1739130434782616,-4.347826086956523,-7.971014492753618,FrozenFS_Balanced_XGB
Australian Credit Approval,R1_F5,1,5,FrozenChi2Top75,Balanced,SoftVote,11,0.0372954000486061,0.039287100022193044,0.6220116000040434,0.20903099997667596,0.8985507246376812,0.9545454545454546,0.8513513513513513,0.953125,0.9,0.9022381756756757,0.803120872121694,0.9520692567567568,0.958538878507366,0.9008020075226058,0.8357263513513513,61,3,11,63,10.144927536231885,18.115942028985508,42.028985507246375,81.8840579710145,0.9404560810810813,0.9541454780078744,0.8513513513513513,0.9545454545454546,0.9,0.9022381756756755,0.803120872121694,0.9008020075226058,0.8158783783783784,18.115942028985508,42.028985507246375,81.8840579710145,0.011613175675675547,0.004393400499491551,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.019847972972972916,0.0,0.0,0.0,FrozenFS_Balanced_XGB
Australian Credit Approval,R2_F1,2,1,FrozenChi2Top75,Balanced,SoftVote,11,0.03913970000576228,0.033735300006810576,0.603899999987334,0.2091985999722965,0.8405797101449275,0.8591549295774648,0.8356164383561644,0.8461538461538461,0.8472222222222222,0.8408851422550052,0.6809098252468508,0.9106427818756586,0.9216611370875147,0.8408686361284067,0.7125395152792413,55,10,12,61,15.942028985507246,24.63768115942029,50.72463768115942,94.20289855072464,0.9034773445732348,0.8955867295758402,0.8356164383561644,0.8133333333333334,0.8243243243243243,0.8101159114857746,0.6215430967882567,0.8097144639758881,0.6680716543730242,27.536231884057973,53.6231884057971,97.10144927536231,0.007165437302423805,0.026074407511674558,0.0,0.0458215962441314,0.022897897897897868,0.03076923076923066,0.05936672845859414,0.03115417215251859,0.04446786090621713,-2.8985507246376834,-2.89855072463768,-2.8985507246376727,FrozenFS_Balanced_XGB
Australian Credit Approval,R2_F2,2,2,FrozenChi2Top75,Balanced,SoftVote,11,0.03902510000625625,0.03756759996758774,0.6019586999900639,0.21029359998647124,0.8478260869565217,0.9342105263157895,0.8160919540229885,0.9019607843137255,0.8711656441717791,0.8590263691683571,0.6967843957280077,0.8992562542258282,0.9248015871917855,0.857952760309503,0.7363083164300204,46,5,16,71,15.217391304347826,26.81159420289855,61.594202898550726,119.56521739130434,0.9012846517917512,0.9291403101379726,0.8275862068965517,0.935064935064935,0.8780487804878049,0.8647734956051386,0.7090677039927678,0.863973555301107,0.7295469912102772,25.36231884057971,57.971014492753625,112.31884057971014,-0.0020283975659229903,-0.00433872294618709,-0.011494252873563204,-0.0008544087491455521,-0.006883136316025773,-0.005747126436781547,-0.012283308264760096,-0.006020794991604017,0.006761325219743153,1.44927536231884,3.6231884057971016,7.246376811594203,FrozenFS_Balanced_XGB
Australian Credit Approval,R2_F3,2,3,FrozenChi2Top75,Balanced,SoftVote,11,0.03905560000566766,0.037156499980483204,0.6043115999782458,0.2470218999660574,0.8695652173913043,0.8970588235294118,0.8472222222222222,0.8939393939393939,0.8714285714285714,0.8705808080808081,0.7405385293628164,0.9280303030303031,0.9293184325493824,0.870267384121294,0.7866161616161615,59,7,11,61,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,0.9307659932659932,0.9083699364098504,0.875,0.8873239436619719,0.8811188811188811,0.8768939393939394,0.7533916279699863,0.876891894100632,0.8156565656565657,18.84057971014493,38.40579710144928,71.01449275362319,-0.0027356902356900914,0.02094849613953198,-0.02777777777777779,0.009734879867439927,-0.009690309690309706,-0.0063131313131313815,-0.012853098607169877,-0.006624509979337945,-0.0290404040404042,2.173913043478258,6.521739130434774,13.768115942028984,FrozenFS_Balanced_XGB
Australian Credit Approval,R2_F4,2,4,FrozenChi2Top75,Balanced,SoftVote,11,0.03874230000656098,0.03587149997474626,0.6014374999795109,0.23078859999077395,0.8695652173913043,0.8904109589041096,0.8666666666666667,0.873015873015873,0.8783783783783784,0.8698412698412699,0.738122026257206,0.9244444444444444,0.9162742692012507,0.8698354767504926,0.7555555555555555,55,8,10,65,13.043478260869565,20.28985507246377,42.028985507246375,78.26086956521739,0.9161904761904762,0.9046209880113604,0.8533333333333334,0.8767123287671232,0.8648648648648649,0.8552380952380952,0.7089772938899687,0.855235974119758,0.7346031746031746,22.463768115942027,46.3768115942029,86.23188405797102,0.00825396825396818,0.011653281189890285,0.013333333333333308,0.013698630136986356,0.013513513513513487,0.014603174603174618,0.029144732367237358,0.014599502630734507,0.020952380952380945,-2.173913043478258,-4.347826086956523,-7.971014492753625,FrozenFS_Balanced_XGB
Australian Credit Approval,R2_F5,2,5,FrozenChi2Top75,Balanced,SoftVote,11,0.03534040000522509,0.028015099989715964,0.6133289999561384,0.2183406000258401,0.9130434782608695,0.9210526315789473,0.9210526315789473,0.9032258064516129,0.9210526315789473,0.9121392190152802,0.8242784380305602,0.9817487266553481,0.9864024278741753,0.9120956670998251,0.8624787775891342,56,6,6,70,8.695652173913043,13.043478260869565,26.08695652173913,47.82608695652174,0.9781409168081494,0.9826520776896652,0.9342105263157896,0.9102564102564102,0.922077922077922,0.9106536502546688,0.8241104052471173,0.9103489135009686,0.8756366723259763,12.318840579710145,23.18840579710145,41.30434782608695,0.003607809847198662,0.0037503501845100873,-0.013157894736842257,0.010796221322537103,-0.001025290498974707,0.0014855687606113444,0.00016803278344290629,0.0017467535988565652,-0.013157894736842146,0.72463768115942,2.89855072463768,6.5217391304347885,FrozenFS_Balanced_XGB
Australian Credit Approval,R3_F1,3,1,FrozenChi2Top75,Balanced,SoftVote,11,0.03959310002392158,0.0347745000035502,0.6050195999559946,0.20957730000372976,0.8260869565217391,0.8529411764705882,0.8055555555555556,0.8484848484848485,0.8285714285714286,0.827020202020202,0.6534905591310713,0.9126683501683501,0.9270485232449476,0.826741606248097,0.6994949494949495,56,10,14,58,17.391304347826086,27.536231884057973,57.971014492753625,108.69565217391305,0.9154040404040404,0.934879673498654,0.8472222222222222,0.8243243243243243,0.8356164383561644,0.8251262626262625,0.6513499986498777,0.8248303570099235,0.6982323232323232,25.36231884057971,49.27536231884058,89.1304347826087,-0.0027356902356903134,-0.007831150253706398,-0.04166666666666663,0.02861685214626386,-0.007045009784735767,0.0018939393939394478,0.0021405604811935985,0.0019112492381735402,0.0012626262626262985,2.1739130434782616,8.695652173913047,19.565217391304344,FrozenFS_Balanced_XGB
Australian Credit Approval,R3_F2,3,2,FrozenChi2Top75,Balanced,SoftVote,11,0.03864139999495819,0.03833449998637661,0.6128931000130251,0.21408860001247376,0.8623188405797102,0.9014084507042254,0.8421052631578947,0.8870967741935484,0.8707482993197279,0.8646010186757216,0.7257448096720611,0.9180814940577249,0.9150278353412443,0.8643083144797217,0.7453310696095076,55,7,12,64,13.768115942028986,22.463768115942027,48.55072463768116,92.02898550724638,0.9151103565365024,0.9042372359313138,0.8552631578947368,0.9027777777777778,0.8783783783783784,0.8711799660441426,0.7392289188430581,0.8710345506666245,0.7584889643463497,21.014492753623188,44.927536231884055,84.78260869565217,0.0029711375212224667,0.010790599409930546,-0.013157894736842146,-0.0013693270735524177,-0.007630079058650541,-0.006578947368421018,-0.01348410917099696,-0.006726236186902823,-0.013157894736842146,1.44927536231884,3.6231884057971016,7.246376811594203,FrozenFS_Balanced_XGB
Australian Credit Approval,R3_F3,3,3,FrozenChi2Top75,Balanced,SoftVote,11,0.04098389996215701,0.03830339998239651,0.6099263000069186,0.21035379997920245,0.8695652173913043,0.881578947368421,0.881578947368421,0.8548387096774194,0.881578947368421,0.8682088285229201,0.7364176570458404,0.9514006791171477,0.9672400062697093,0.8681058747913175,0.7716468590831919,53,9,9,67,13.043478260869565,19.565217391304348,39.130434782608695,71.73913043478261,0.9390916808149404,0.9551656950821942,0.868421052631579,0.88,0.8741721854304636,0.8616298811544991,0.7222641164819655,0.8616031175014894,0.767402376910017,21.014492753623188,42.7536231884058,78.98550724637681,0.01230899830220722,0.012074311187515119,0.013157894736842035,0.0015789473684210131,0.007406761937957418,0.006578947368421018,0.014153540563874856,0.006502757289828076,0.004244482173174857,-1.44927536231884,-3.6231884057971016,-7.246376811594203,FrozenFS_Balanced_XGB
Australian Credit Approval,R3_F4,3,4,FrozenChi2Top75,Balanced,SoftVote,11,0.038679299992509186,0.03142020001541823,0.5994976999936625,0.21087020001141354,0.8913043478260869,0.8933333333333333,0.9054054054054054,0.875,0.8993288590604027,0.8902027027027026,0.7813132857250352,0.9353885135135135,0.9439048198838522,0.8900728788867402,0.8158783783783784,56,8,7,67,10.869565217391305,15.942028985507246,31.159420289855074,56.52173913043478,0.9339104729729728,0.9334488591949502,0.9054054054054054,0.9054054054054054,0.9054054054054054,0.8980152027027026,0.7960304054054054,0.8979847934064302,0.809543918918919,15.217391304347826,30.43478260869565,55.79710144927536,0.0014780405405406816,0.010455960688901977,0.0,-0.01207207207207206,-0.0060765463450026536,-0.0078125,-0.01471711968037015,-0.007911914519689978,0.0063344594594594295,0.72463768115942,0.7246376811594253,0.7246376811594217,FrozenFS_Balanced_XGB
Australian Credit Approval,R3_F5,3,5,FrozenChi2Top75,Balanced,SoftVote,11,0.038285199960228056,0.045434299972839653,0.6058470999705605,0.21083070000167936,0.855072463768116,0.9113924050632911,0.8470588235294118,0.8679245283018868,0.8780487804878049,0.8574916759156492,0.7029165611684973,0.9405105438401775,0.9532197915661125,0.8574282068230062,0.7786903440621532,46,7,13,72,14.492753623188406,23.91304347826087,52.17391304347826,99.27536231884058,0.920754716981132,0.9144337215519148,0.8588235294117647,0.8902439024390244,0.874251497005988,0.8445061043285238,0.6824539868586954,0.8443847296032333,0.7362930077691454,23.91304347826087,50.0,93.47826086956522,0.019755826859045533,0.03878607001419765,-0.0117647058823529,0.021148502624266707,0.003797283481816849,0.012985571587125433,0.020462574309801917,0.013043477219772948,0.04239733629300779,0.0,2.173913043478258,5.79710144927536,FrozenFS_Balanced_XGB
Australian Credit Approval,R4_F1,4,1,FrozenChi2Top75,Balanced,SoftVote,11,0.03848799999104813,0.03152560000307858,0.6052254000096582,0.20753210003022105,0.8623188405797102,0.8873239436619719,0.8513513513513513,0.875,0.8689655172413793,0.8631756756756757,0.7247463219391427,0.9353885135135136,0.9360190652058926,0.8630946833531258,0.7753378378378378,56,8,11,63,13.768115942028986,21.73913043478261,45.65217391304348,85.5072463768116,0.9360219594594594,0.9460268459842583,0.8783783783783784,0.8552631578947368,0.8666666666666667,0.8532516891891893,0.7083003377328887,0.8528816416095464,0.7461993243243243,21.014492753623188,40.57971014492754,73.18840579710145,-0.0006334459459458319,-0.010007780778365727,-0.027027027027027084,0.032060785767235034,0.0022988505747125743,0.009923986486486402,0.016445984206253983,0.010213041743579399,0.029138513513513487,0.7246376811594217,5.072463768115938,12.318840579710141,FrozenFS_Balanced_XGB
Australian Credit Approval,R4_F2,4,2,FrozenChi2Top75,Balanced,SoftVote,11,0.03909220005152747,0.03515279997373,0.603951999975834,0.21190890000434592,0.8188405797101449,0.875,0.7671232876712328,0.8769230769230769,0.8175182481751825,0.8220231822971549,0.644658026978921,0.9140147523709167,0.9319164366691512,0.8201878527532606,0.7072708113804005,57,8,17,56,18.115942028985508,30.434782608695652,67.3913043478261,128.9855072463768,0.9135932560590097,0.9322802552408476,0.7808219178082192,0.8636363636363636,0.8201438848920863,0.8211801896733404,0.6418870860183381,0.8201878527532606,0.7072708113804005,29.71014492753623,64.4927536231884,122.46376811594205,0.0004214963119070214,-0.00036381857169631715,-0.013698630136986356,0.011363636363636354,-0.0026256367169038564,0.0008429926238144869,0.002770940960582946,0.0,0.0,0.7246376811594217,2.898550724637687,6.521739130434767,FrozenFS_Balanced_XGB
Australian Credit Approval,R4_F3,4,3,FrozenChi2Top75,Balanced,SoftVote,11,0.03829480003332719,0.02733399998396635,0.6218421999947168,0.21059760003117844,0.8695652173913043,0.8955223880597015,0.8450704225352113,0.8955223880597015,0.8695652173913043,0.8702964052974564,0.7405928105949128,0.9194870716838344,0.8982153267591431,0.8699307345227857,0.7687618246794198,60,7,11,60,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,0.9224301030060964,0.9049805422215697,0.8309859154929577,0.8805970149253731,0.855072463768116,0.8557914652091654,0.7115829304183309,0.855431888947406,0.7389110784107631,23.18840579710145,49.27536231884058,92.7536231884058,-0.0029430313222620352,-0.006765215462426588,0.014084507042253502,0.014925373134328401,0.01449275362318836,0.014504940088291063,0.029009880176581904,0.014498845575379726,0.02985074626865669,-2.1739130434782616,-4.347826086956523,-7.971014492753625,FrozenFS_Balanced_XGB
Australian Credit Approval,R4_F4,4,4,FrozenChi2Top75,Balanced,SoftVote,11,0.037529799970798194,0.03281760000390932,0.6661127000115812,0.21191740001086146,0.8768115942028986,0.9294117647058824,0.8777777777777778,0.875,0.9028571428571428,0.8763888888888889,0.7371591589346116,0.9446759259259259,0.9743329005422932,0.8763877883423271,0.8138888888888889,42,6,11,79,12.318840579710145,20.28985507246377,44.20289855072464,84.05797101449275,0.913425925925926,0.9491096179462136,0.8555555555555555,0.8953488372093024,0.875,0.8340277777777778,0.6566040480906223,0.8337498958853842,0.7291666666666667,25.36231884057971,53.6231884057971,100.72463768115942,0.03124999999999989,0.025223282596079533,0.022222222222222254,0.03406292749658002,0.027857142857142803,0.04236111111111107,0.08055511084398925,0.04263789245694294,0.08472222222222214,-5.0724637681159415,-9.420289855072461,-16.66666666666667,FrozenFS_Balanced_XGB
