dataset,run_id,repeat,fold,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,tn,fp,fn,tp,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100,stage
German Credit,R4_F2,4,2,0.765,0.5614035087719298,0.5925925925925926,0.8287671232876712,0.5765765765765766,0.7106798579401319,0.4144010753804058,0.7773972602739727,0.6388493046674293,0.700800441098995,121,25,22,32,23.5,34.5,67.5,122.5,A3_Hybrid_SoftVote
German Credit,R4_F3,4,3,0.735,0.5652173913043478,0.6290322580645161,0.782608695652174,0.5954198473282443,0.705820476858345,0.4004919310193582,0.773141654978962,0.6225828061332398,0.701631039084655,108,30,23,39,26.5,38.0,72.5,130.0,A3_Hybrid_SoftVote
German Credit,R4_F4,4,4,0.73,0.5774647887323944,0.6307692307692307,0.7777777777777778,0.6029411764705882,0.7042735042735042,0.3998909428852601,0.8103703703703704,0.6931642076020218,0.7004272200580804,105,30,24,41,27.0,39.0,75.0,135.0,A3_Hybrid_SoftVote
German Credit,R4_F5,4,5,0.73,0.5384615384615384,0.4827586206896552,0.8309859154929577,0.509090909090909,0.6568722680913065,0.3245650939247319,0.7878824672170957,0.5476835808939932,0.6333763607649963,118,24,30,28,27.0,42.0,87.0,162.0,A3_Hybrid_SoftVote
German Credit,R5_F1,5,1,0.73,0.5131578947368421,0.6964285714285714,0.7430555555555556,0.5909090909090909,0.7197420634920635,0.4065376898328641,0.8138640873015873,0.6537856664236311,0.7193643854456648,107,37,17,39,27.0,35.5,61.0,103.5,A3_Hybrid_SoftVote
German Credit,R5_F2,5,2,0.755,0.6779661016949152,0.5714285714285714,0.8538461538461538,0.6201550387596899,0.7126373626373625,0.444789684618333,0.8056043956043957,0.6971858037057643,0.6985070421349293,111,19,30,40,24.5,39.5,84.5,159.5,A3_Hybrid_SoftVote
German Credit,R5_F3,5,3,0.78,0.6363636363636364,0.5932203389830508,0.8581560283687943,0.6140350877192983,0.7256881836759226,0.4610086065885724,0.8224546219497536,0.6409557613964563,0.7134953469009344,121,20,24,35,22.0,34.0,70.0,130.0,A3_Hybrid_SoftVote
German Credit,R5_F4,5,4,0.73,0.5303030303030303,0.603448275862069,0.7816901408450704,0.5645161290322581,0.6925692083535697,0.3716641250136264,0.7722195240407965,0.5914130538005384,0.6868111587265713,111,31,23,35,27.0,38.5,73.0,130.5,A3_Hybrid_SoftVote
German Credit,R5_F5,5,5,0.83,0.7017543859649122,0.7017543859649122,0.8811188811188811,0.7017543859649122,0.7914366335418968,0.5828732670837934,0.8333946754999386,0.6513639067785759,0.7863390104666504,126,17,17,40,17.0,25.5,51.0,93.5,A3_Hybrid_SoftVote
German Credit,R1_F1,1,1,0.79,0.7777777777777778,0.5223880597014925,0.924812030075188,0.625,0.7236000448883402,0.5054672217104351,0.8517562563124228,0.7205742037480634,0.6950616965274203,123,10,32,35,21.0,37.0,85.0,165.0,A4_Hybrid_Sigmoid
German Credit,R1_F2,1,2,0.785,0.5555555555555556,0.5208333333333334,0.868421052631579,0.5376344086021505,0.6946271929824561,0.3981106735660559,0.7711074561403509,0.5323199913587472,0.6725344835612129,132,20,23,25,21.5,33.0,67.5,125.0,A4_Hybrid_Sigmoid
German Credit,R1_F3,1,3,0.76,0.6923076923076923,0.4285714285714285,0.9124087591240876,0.5294117647058824,0.670490093847758,0.3997739232887299,0.7880894450237516,0.662621900775157,0.6253257753674437,125,12,36,27,24.0,42.0,96.0,186.0,A4_Hybrid_Sigmoid
German Credit,R1_F4,1,4,0.74,0.7105263157894737,0.3970588235294117,0.9166666666666666,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.7571301247771836,0.6442694729163634,0.6032997499048828,121,11,41,27,26.0,46.5,108.0,210.5,A4_Hybrid_Sigmoid
German Credit,R1_F5,1,5,0.775,0.5849056603773585,0.5740740740740741,0.8493150684931506,0.5794392523364486,0.7116945712836124,0.425908612625389,0.7957889396245561,0.5885740627605509,0.6982619576794687,124,22,23,31,22.5,34.0,68.5,126.0,A4_Hybrid_Sigmoid
German Credit,R2_F1,2,1,0.77,0.673469387755102,0.5238095238095238,0.8832116788321168,0.5892857142857143,0.7035106013208203,0.4396034355515594,0.8126520681265207,0.7066453060193015,0.6801725434858873,121,16,30,33,23.0,38.0,83.0,158.0,A4_Hybrid_Sigmoid
German Credit,R2_F2,2,2,0.785,0.5384615384615384,0.4565217391304347,0.8831168831168831,0.4941176470588235,0.6698193111236589,0.3607539584789297,0.814652738565782,0.5658233292675998,0.6349504353380414,136,18,25,21,21.5,34.0,71.5,134.0,A4_Hybrid_Sigmoid
German Credit,R2_F3,2,3,0.73,0.627906976744186,0.4153846153846154,0.8814814814814815,0.5,0.6484330484330485,0.3384543584270825,0.7748148148148148,0.6447706072163755,0.6051064750552966,119,16,38,27,27.0,46.0,103.0,198.0,A4_Hybrid_Sigmoid
German Credit,R2_F4,2,4,0.78,0.6666666666666666,0.4827586206896552,0.9014084507042254,0.56,0.6920835356969403,0.4279816188899131,0.8050024283632831,0.6002570521063835,0.6596686291919382,128,14,30,28,22.0,37.0,82.0,157.0,A4_Hybrid_Sigmoid
German Credit,R2_F5,2,5,0.72,0.65,0.3823529411764705,0.8939393939393939,0.4814814814814814,0.6381461675579323,0.3272052564635805,0.7846479500891266,0.6588813138194846,0.5846369441852258,118,14,42,26,28.0,49.0,112.0,217.0,A4_Hybrid_Sigmoid
German Credit,R3_F1,3,1,0.795,0.6666666666666666,0.4814814814814814,0.910958904109589,0.5591397849462365,0.6962201927955353,0.4397458605665948,0.8263571790969051,0.653674826552567,0.6622762586107339,133,13,28,26,20.5,34.5,76.5,146.5,A4_Hybrid_Sigmoid
German Credit,R3_F2,3,2,0.76,0.6875,0.5,0.8880597014925373,0.5789473684210527,0.6940298507462687,0.427248453669066,0.7946630483943917,0.6546675701688515,0.6663556488439702,119,15,33,33,24.0,40.5,90.0,172.5,A4_Hybrid_Sigmoid
German Credit,R3_F3,3,3,0.76,0.5135135135135135,0.3877551020408163,0.8807947019867549,0.4418604651162791,0.6342749020137857,0.2974518601723825,0.7780781186646843,0.5352565635656854,0.5844079393248217,133,18,30,19,24.0,39.0,84.0,159.0,A4_Hybrid_Sigmoid
German Credit,R3_F4,3,4,0.71,0.6170212765957447,0.4202898550724637,0.8625954198473282,0.5,0.641442637459896,0.3171581606101202,0.7768558468857175,0.5878243018476528,0.6021130325726264,113,18,40,29,29.0,49.0,109.0,209.0,A4_Hybrid_Sigmoid
German Credit,R3_F5,3,5,0.76,0.6842105263157895,0.4193548387096774,0.9130434782608696,0.52,0.6661991584852734,0.391872600140376,0.7861150070126226,0.6601117243317391,0.618780413847279,126,12,36,26,24.0,42.0,96.0,186.0,A4_Hybrid_Sigmoid
German Credit,R4_F1,4,1,0.79,0.6862745098039216,0.5737704918032787,0.8848920863309353,0.625,0.729331289067107,0.4844928845981213,0.8559971694775328,0.7191711926537372,0.7125482212222062,123,16,26,35,21.0,34.0,73.0,138.0,A4_Hybrid_Sigmoid
German Credit,R4_F2,4,2,0.805,0.6666666666666666,0.5555555555555556,0.8972602739726028,0.6060606060606061,0.7264079147640792,0.4814185298882756,0.7773972602739727,0.6388493046674293,0.7060296948321504,131,15,24,30,19.5,31.5,67.5,127.5,A4_Hybrid_Sigmoid
German Credit,R4_F3,4,3,0.75,0.6363636363636364,0.4516129032258064,0.8840579710144928,0.5283018867924528,0.6678354371201496,0.3747661957267746,0.773141654978962,0.6225828061332398,0.631863899039794,122,16,34,28,25.0,42.0,93.0,178.0,A4_Hybrid_Sigmoid
German Credit,R4_F4,4,4,0.755,0.6538461538461539,0.5230769230769231,0.8666666666666667,0.5811965811965812,0.6948717948717948,0.4161692750607111,0.8103703703703704,0.6931642076020218,0.6733003292241385,117,18,31,34,24.5,40.0,86.5,164.0,A4_Hybrid_Sigmoid
German Credit,R4_F5,4,5,0.745,0.6296296296296297,0.293103448275862,0.9295774647887324,0.4,0.6113404565322972,0.2956897218285536,0.7878824672170957,0.5476835808939932,0.5219792719726629,132,10,41,17,25.5,46.0,107.5,210.0,A4_Hybrid_Sigmoid
German Credit,R5_F1,5,1,0.765,0.5849056603773585,0.5535714285714286,0.8472222222222222,0.5688073394495413,0.7003968253968254,0.4077551832698003,0.8138640873015873,0.6537856664236311,0.6848342981137961,122,22,25,31,23.5,36.0,73.5,136.0,A4_Hybrid_Sigmoid
German Credit,R5_F2,5,2,0.735,0.6976744186046512,0.4285714285714285,0.9,0.5309734513274337,0.6642857142857143,0.3814753131207838,0.8056043956043957,0.6971858037057643,0.6210590034081188,117,13,40,30,26.5,46.5,106.5,206.5,A4_Hybrid_Sigmoid
German Credit,R5_F3,5,3,0.765,0.6875,0.3728813559322034,0.9290780141843972,0.4835164835164835,0.6509796850583003,0.3756249598221446,0.8224546219497536,0.6409557613964563,0.5885880305407823,131,10,37,22,23.5,42.0,97.5,190.0,A4_Hybrid_Sigmoid
German Credit,R5_F4,5,4,0.745,0.5686274509803921,0.5,0.8450704225352113,0.5321100917431193,0.6725352112676056,0.3592424771219879,0.7722195240407965,0.5914130538005384,0.6500270850261592,120,22,29,29,25.5,40.0,83.5,156.0,A4_Hybrid_Sigmoid
German Credit,R5_F5,5,5,0.79,0.7142857142857143,0.4385964912280701,0.93006993006993,0.5434782608695652,0.6843332106490001,0.4379888306311711,0.8333946754999386,0.6513639067785759,0.6386903850265854,133,10,32,25,21.0,37.0,85.0,165.0,A4_Hybrid_Sigmoid
German Credit,R1_F1,1,1,0.74,0.5824175824175825,0.7910447761194029,0.7142857142857143,0.6708860759493671,0.7526652452025586,0.4789661041385127,0.8517562563124228,0.7205742037480634,0.7516860933544206,95,38,14,53,26.0,33.0,54.0,89.0,A5_Full_CostAware
German Credit,R1_F2,1,2,0.715,0.4444444444444444,0.75,0.7039473684210527,0.5581395348837209,0.7269736842105263,0.3949407306748477,0.7711074561403509,0.5323199913587472,0.7266089225407224,107,45,12,36,28.5,34.5,52.5,82.5,A5_Full_CostAware
German Credit,R1_F3,1,3,0.75,0.5970149253731343,0.6349206349206349,0.8029197080291971,0.6153846153846154,0.718920171474916,0.4309065660153072,0.7880894450237516,0.662621900775157,0.7139960019581263,110,27,23,40,25.0,36.5,71.0,128.5,A5_Full_CostAware
German Credit,R1_F4,1,4,0.735,0.6229508196721312,0.5588235294117647,0.8257575757575758,0.5891472868217055,0.6922905525846703,0.395691797327233,0.7571301247771836,0.6442694729163634,0.6793031450857203,109,23,30,38,26.5,41.5,86.5,161.5,A5_Full_CostAware
German Credit,R1_F5,1,5,0.7,0.4666666666666667,0.7777777777777778,0.6712328767123288,0.5833333333333334,0.7245053272450532,0.400693554900608,0.7957889396245561,0.5885740627605509,0.7225441268328877,98,48,12,42,30.0,36.0,54.0,84.0,A5_Full_CostAware
German Credit,R2_F1,2,1,0.77,0.6197183098591549,0.6984126984126984,0.8029197080291971,0.6567164179104478,0.7506662032209477,0.4866674581632047,0.8126520681265207,0.7066453060193015,0.7488453244117956,110,27,19,44,23.0,32.5,61.0,108.5,A5_Full_CostAware
German Credit,R2_F2,2,2,0.75,0.4705882352941176,0.6956521739130435,0.7662337662337663,0.5614035087719298,0.7309429700734049,0.4103293637287102,0.814652738565782,0.5658233292675998,0.7300905321986434,118,36,14,32,25.0,32.0,53.0,88.0,A5_Full_CostAware
German Credit,R2_F3,2,3,0.71,0.5466666666666666,0.6307692307692307,0.7481481481481481,0.5857142857142857,0.6894586894586894,0.3665915488969939,0.7748148148148148,0.6447706072163755,0.6869562081449092,101,34,24,41,29.0,41.0,77.0,137.0,A5_Full_CostAware
German Credit,R2_F4,2,4,0.755,0.56,0.7241379310344828,0.7676056338028169,0.631578947368421,0.7458717824186498,0.4609047841037382,0.8050024283632831,0.6002570521063835,0.7455550653790669,109,33,16,42,24.5,32.5,56.5,96.5,A5_Full_CostAware
German Credit,R2_F5,2,5,0.75,0.6551724137931034,0.5588235294117647,0.8484848484848485,0.6031746031746031,0.7036541889483066,0.4252130611256808,0.7846479500891266,0.6588813138194846,0.6885879012026783,112,20,30,38,25.0,40.0,85.0,160.0,A5_Full_CostAware
German Credit,R3_F1,3,1,0.73,0.5,0.7407407407407407,0.726027397260274,0.5970149253731343,0.7333840690005073,0.4229985652856547,0.8263571790969051,0.653674826552567,0.7333471702029315,106,40,14,40,27.0,34.0,55.0,90.0,A5_Full_CostAware
German Credit,R3_F2,3,2,0.74,0.5897435897435898,0.696969696969697,0.7611940298507462,0.6388888888888888,0.7290818634102216,0.441690291120268,0.7946630483943917,0.6546675701688515,0.7283743352975975,102,32,20,46,26.0,36.0,66.0,116.0,A5_Full_CostAware
German Credit,R3_F3,3,3,0.765,0.5151515151515151,0.6938775510204082,0.7880794701986755,0.591304347826087,0.7409785106095419,0.4408293058496567,0.7780781186646843,0.5352565635656854,0.7394799880936047,119,32,15,34,23.5,31.0,53.5,91.0,A5_Full_CostAware
German Credit,R3_F4,3,4,0.695,0.5392156862745098,0.7971014492753623,0.6412213740458015,0.6432748538011696,0.7191614116605819,0.4168129026291825,0.7768558468857175,0.5878243018476528,0.7149255111955704,84,47,14,55,30.5,37.5,58.5,93.5,A5_Full_CostAware
German Credit,R3_F5,3,5,0.715,0.5333333333333333,0.6451612903225806,0.7463768115942029,0.583941605839416,0.6957690509583918,0.374044937253441,0.7861150070126226,0.6601117243317391,0.6939260960901885,103,35,22,40,28.5,39.5,72.5,127.5,A5_Full_CostAware
German Credit,R4_F1,4,1,0.755,0.5697674418604651,0.8032786885245902,0.7338129496402878,0.6666666666666666,0.768545819082439,0.4994810975500039,0.8559971694775328,0.7191711926537372,0.7677605771393915,102,37,12,49,24.5,30.5,48.5,78.5,A5_Full_CostAware
German Credit,R4_F2,4,2,0.67,0.4375,0.7777777777777778,0.6301369863013698,0.56,0.7039573820395738,0.3624853391816675,0.7773972602739727,0.6388493046674293,0.7000760993642515,92,54,12,42,33.0,39.0,57.0,87.0,A5_Full_CostAware
German Credit,R4_F3,4,3,0.735,0.5652173913043478,0.6290322580645161,0.782608695652174,0.5954198473282443,0.705820476858345,0.4004919310193582,0.773141654978962,0.6225828061332398,0.701631039084655,108,30,23,39,26.5,38.0,72.5,130.0,A5_Full_CostAware
German Credit,R4_F4,4,4,0.735,0.5681818181818182,0.7692307692307693,0.7185185185185186,0.6535947712418301,0.743874643874644,0.4602246318991539,0.8103703703703704,0.6931642076020218,0.7434423667686372,97,38,15,50,26.5,34.0,56.5,94.0,A5_Full_CostAware
German Credit,R4_F5,4,5,0.725,0.5230769230769231,0.5862068965517241,0.7816901408450704,0.5528455284552846,0.6839485186983972,0.356419040696763,0.7878824672170957,0.5476835808939932,0.676928468547356,111,31,24,34,27.5,39.5,75.5,135.5,A5_Full_CostAware
German Credit,R5_F1,5,1,0.72,0.5,0.6964285714285714,0.7291666666666666,0.582089552238806,0.7127976190476191,0.3917822922988459,0.8138640873015873,0.6537856664236311,0.7126096406869612,105,39,17,39,28.0,36.5,62.0,104.5,A5_Full_CostAware
German Credit,R5_F2,5,2,0.755,0.6567164179104478,0.6285714285714286,0.823076923076923,0.6423357664233577,0.7258241758241758,0.4564128927635733,0.8056043956043957,0.6971858037057643,0.7192792485277448,107,23,26,44,24.5,37.5,76.5,141.5,A5_Full_CostAware
German Credit,R5_F3,5,3,0.75,0.5671641791044776,0.6440677966101694,0.7943262411347518,0.6031746031746031,0.7191970188724606,0.4235814954870117,0.8224546219497536,0.6409557613964563,0.7152621560779641,112,29,21,38,25.0,35.5,67.0,119.5,A5_Full_CostAware
German Credit,R5_F4,5,4,0.73,0.5303030303030303,0.603448275862069,0.7816901408450704,0.5645161290322581,0.6925692083535697,0.3716641250136264,0.7722195240407965,0.5914130538005384,0.6868111587265713,111,31,23,35,27.0,38.5,73.0,130.5,A5_Full_CostAware
German Credit,R5_F5,5,5,0.82,0.6779661016949152,0.7017543859649122,0.8671328671328671,0.6896551724137931,0.7844436265488897,0.5631136919000793,0.8333946754999386,0.6513639067785759,0.7800732611266835,124,19,17,40,18.0,26.5,52.0,94.5,A5_Full_CostAware
Australian Credit Approval,R1_F1,1,1,0.8405797101449275,0.9041095890410958,0.8148148148148148,0.8771929824561403,0.8571428571428571,0.8460038986354775,0.6826102681188947,0.9287416071041802,0.9469172564880868,0.8454287891696468,50,7,15,66,15.942028985507246,26.81159420289855,59.42028985507246,113.76811594202898,A0_Baseline_XGB
Australian Credit Approval,R1_F2,1,2,0.855072463768116,0.9066666666666666,0.8395061728395061,0.8771929824561403,0.8717948717948718,0.8583495776478232,0.7084609602852625,0.9369720597790772,0.9471047518813246,0.8581427174680365,50,7,13,68,14.492753623188406,23.91304347826087,52.17391304347826,99.27536231884058,A0_Baseline_XGB
Australian Credit Approval,R1_F3,1,3,0.8695652173913043,0.9078947368421052,0.8625,0.8793103448275862,0.8846153846153846,0.8709051724137931,0.7361210464400549,0.934051724137931,0.9433906687929984,0.8708646119884498,51,7,11,69,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,A0_Baseline_XGB
Australian Credit Approval,R1_F4,1,4,0.8623188405797102,0.8076923076923077,0.9402985074626866,0.7887323943661971,0.8689655172413793,0.8645154509144419,0.7350038036331852,0.9217994534370402,0.8816515481189896,0.8611874901611184,56,15,4,63,13.768115942028986,16.666666666666668,25.36231884057971,39.85507246376812,A0_Baseline_XGB
Australian Credit Approval,R1_F5,1,5,0.9202898550724636,0.9565217391304348,0.8918918918918919,0.953125,0.9230769230769232,0.922508445945946,0.8427953808926898,0.9451013513513514,0.9548840161032204,0.9220002491645322,61,3,8,66,7.971014492753623,13.768115942028986,31.159420289855074,60.14492753623188,A0_Baseline_XGB
Australian Credit Approval,R2_F1,2,1,0.8478260869565217,0.8513513513513513,0.863013698630137,0.8307692307692308,0.8571428571428571,0.8468914646996839,0.694441827491691,0.8998946259220232,0.886221752477256,0.8467379916799929,54,11,10,63,15.217391304347826,22.463768115942027,44.20289855072464,80.43478260869566,A0_Baseline_XGB
Australian Credit Approval,R2_F2,2,2,0.8405797101449275,0.9452054794520548,0.7931034482758621,0.9215686274509804,0.8625,0.8573360378634212,0.6910881071087144,0.9168356997971604,0.9376983636499536,0.8549264624833096,47,4,18,69,15.942028985507246,28.985507246376812,68.1159420289855,133.33333333333334,A0_Baseline_XGB
Australian Credit Approval,R2_F3,2,3,0.8840579710144928,0.8783783783783784,0.9027777777777778,0.8636363636363636,0.8904109589041096,0.8832070707070707,0.7677076683116035,0.9307659932659932,0.9242566475016016,0.882990213519786,57,9,7,65,11.594202898550725,16.666666666666668,31.884057971014492,57.2463768115942,A0_Baseline_XGB
Australian Credit Approval,R2_F4,2,4,0.8623188405797102,0.868421052631579,0.88,0.8412698412698413,0.8741721854304636,0.8606349206349206,0.7222641164819655,0.926137566137566,0.9208141138139276,0.8604170269802083,53,10,9,66,13.768115942028986,20.28985507246377,39.85507246376812,72.46376811594203,A0_Baseline_XGB
Australian Credit Approval,R2_F5,2,5,0.9057971014492754,0.8987341772151899,0.9342105263157896,0.8709677419354839,0.9161290322580644,0.9025891341256368,0.8095713569330298,0.9785653650254668,0.9824965916378956,0.902035050648046,54,8,5,71,9.420289855072463,13.043478260869565,23.91304347826087,42.028985507246375,A0_Baseline_XGB
Australian Credit Approval,R3_F1,3,1,0.8115942028985508,0.8026315789473685,0.8472222222222222,0.7727272727272727,0.8243243243243243,0.8099747474747474,0.6225752987168809,0.9105639730639732,0.9167151334441678,0.809117863584606,51,15,11,61,18.840579710144926,26.81159420289855,50.72463768115942,90.57971014492753,A0_Baseline_XGB
Australian Credit Approval,R3_F2,3,2,0.8768115942028986,0.8933333333333333,0.881578947368421,0.8709677419354839,0.8874172185430463,0.8762733446519524,0.7515107268324677,0.9293293718166384,0.9355792333170568,0.8762572824960341,54,8,9,67,12.318840579710145,18.840579710144926,38.405797101449274,71.01449275362319,A0_Baseline_XGB
Australian Credit Approval,R3_F3,3,3,0.8913043478260869,0.8961038961038961,0.9078947368421052,0.8709677419354839,0.9019607843137256,0.8894312393887946,0.7801051469274306,0.961799660441426,0.9740906255348892,0.8892395790013391,54,8,7,69,10.869565217391305,15.942028985507246,31.159420289855074,56.52173913043478,A0_Baseline_XGB
Australian Credit Approval,R3_F4,3,4,0.8913043478260869,0.8933333333333333,0.9054054054054054,0.875,0.8993288590604027,0.8902027027027026,0.7813132857250352,0.928420608108108,0.9092611680835676,0.8900728788867402,56,8,7,67,10.869565217391305,15.942028985507246,31.159420289855074,56.52173913043478,A0_Baseline_XGB
Australian Credit Approval,R3_F5,3,5,0.8913043478260869,0.9166666666666666,0.9058823529411764,0.8679245283018868,0.9112426035502958,0.8869034406215317,0.7711581666508851,0.925860155382908,0.9278972082706792,0.8867003517950548,46,7,8,77,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,A0_Baseline_XGB
Australian Credit Approval,R4_F1,4,1,0.8623188405797102,0.8666666666666667,0.8783783783783784,0.84375,0.87248322147651,0.8610641891891893,0.7229684624403735,0.9275760135135136,0.9310625099846452,0.8608900956316996,54,10,9,65,13.768115942028986,20.28985507246377,39.85507246376812,72.46376811594203,A0_Baseline_XGB
Australian Credit Approval,R4_F2,4,2,0.8188405797101449,0.8428571428571429,0.8082191780821918,0.8307692307692308,0.8251748251748252,0.8194942044257113,0.6379808049517419,0.9209694415173868,0.9316777725536864,0.8194166369242709,54,11,14,59,18.115942028985508,28.26086956521739,58.69565217391305,109.42028985507247,A0_Baseline_XGB
Australian Credit Approval,R4_F3,4,3,0.8840579710144928,0.8985507246376812,0.8732394366197183,0.8955223880597015,0.8857142857142857,0.88438091233971,0.7684388154951274,0.9373554761404248,0.9140967947129034,0.8843107291159588,60,7,9,62,11.594202898550725,18.115942028985508,37.68115942028985,70.28985507246377,A0_Baseline_XGB
Australian Credit Approval,R4_F4,4,4,0.8985507246376812,0.9418604651162792,0.9,0.8958333333333334,0.9204545454545454,0.8979166666666667,0.7821915167482881,0.929398148148148,0.9537115532534974,0.8979142498033985,43,5,9,81,10.144927536231885,16.666666666666668,36.231884057971016,68.84057971014492,A0_Baseline_XGB
Australian Credit Approval,R4_F5,4,5,0.9347826086956522,0.9230769230769232,0.96,0.9047619047619048,0.9411764705882352,0.9323809523809524,0.8689094676683313,0.9396825396825398,0.9321453060556004,0.931971796017148,57,6,3,72,6.521739130434782,8.695652173913043,15.217391304347826,26.08695652173913,A0_Baseline_XGB
Australian Credit Approval,R5_F1,5,1,0.8260869565217391,0.8311688311688312,0.8533333333333334,0.7936507936507936,0.8421052631578947,0.8234920634920635,0.6489096792387729,0.9373544973544972,0.9545037603642232,0.8229511997978235,50,13,11,64,17.391304347826086,25.36231884057971,49.27536231884058,89.1304347826087,A0_Baseline_XGB
Australian Credit Approval,R5_F2,5,2,0.8695652173913043,0.8860759493670886,0.8860759493670886,0.847457627118644,0.8860759493670886,0.8667667882428662,0.7335335764857327,0.9341343059429308,0.9431835506223878,0.8665516842621291,50,9,9,70,13.043478260869565,19.565217391304348,39.130434782608695,71.73913043478261,A0_Baseline_XGB
Australian Credit Approval,R5_F3,5,3,0.8695652173913043,0.8873239436619719,0.863013698630137,0.8769230769230769,0.875,0.8699683877766069,0.7390029046187614,0.9382507903055848,0.927839598869692,0.8699405887929961,57,8,10,63,13.043478260869565,20.28985507246377,42.028985507246375,78.26086956521739,A0_Baseline_XGB
Australian Credit Approval,R5_F4,5,4,0.8913043478260869,0.9113924050632912,0.9,0.8793103448275862,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.923060344827586,0.9385635397495186,0.8895950260342217,51,7,8,72,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,A0_Baseline_XGB
Australian Credit Approval,R5_F5,5,5,0.8913043478260869,0.9178082191780822,0.881578947368421,0.9032258064516128,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.9265704584040748,0.9051533102051724,0.8923367389543064,56,6,9,67,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,A0_Baseline_XGB
Australian Credit Approval,R1_F1,1,1,0.855072463768116,0.9178082191780822,0.8271604938271605,0.8947368421052632,0.8701298701298701,0.8609486679662118,0.7120939041127624,0.9189950184102232,0.9503117771225328,0.8602853992490769,51,6,14,67,14.492753623188406,24.63768115942029,55.072463768115945,105.79710144927536,A1_FrozenFS_XGB
Australian Credit Approval,R1_F2,1,2,0.8478260869565217,0.8846153846153846,0.8518518518518519,0.8421052631578947,0.8679245283018868,0.8469785575048733,0.6892704238533526,0.9315572882824344,0.9451552333715688,0.8469645375546981,48,9,12,69,15.217391304347826,23.91304347826087,50.0,93.47826086956522,A1_FrozenFS_XGB
Australian Credit Approval,R1_F3,1,3,0.8768115942028986,0.8888888888888888,0.9,0.8448275862068966,0.8944099378881988,0.8724137931034484,0.7466804942112601,0.9344827586206896,0.9487628443437308,0.8719775384642697,49,9,8,72,12.318840579710145,18.115942028985508,35.507246376811594,64.4927536231884,A1_FrozenFS_XGB
Australian Credit Approval,R1_F4,1,4,0.8478260869565217,0.8026315789473685,0.9104477611940298,0.7887323943661971,0.8531468531468531,0.8495900777801135,0.7025108373018846,0.911709060332142,0.8618599544264596,0.847407601235622,56,15,6,61,15.217391304347826,19.565217391304348,32.608695652173914,54.34782608695652,A1_FrozenFS_XGB
Australian Credit Approval,R1_F5,1,5,0.8913043478260869,0.927536231884058,0.8648648648648649,0.921875,0.8951048951048951,0.8933699324324325,0.7846715615207802,0.9410895270270272,0.9551626817156764,0.8929150560368536,59,5,10,64,10.869565217391305,18.115942028985508,39.85507246376812,76.08695652173913,A1_FrozenFS_XGB
Australian Credit Approval,R2_F1,2,1,0.8115942028985508,0.8051948051948052,0.8493150684931506,0.7692307692307693,0.8266666666666667,0.80927291886196,0.6216983533884065,0.9032665964172814,0.9029604216661754,0.8082816857112808,50,15,11,62,18.840579710144926,26.81159420289855,50.72463768115942,90.57971014492753,A1_FrozenFS_XGB
Australian Credit Approval,R2_F2,2,2,0.8478260869565217,0.9230769230769232,0.8275862068965517,0.8823529411764706,0.8727272727272727,0.8549695740365111,0.6912623650661462,0.8988054992111787,0.9278412072608369,0.8545309378438276,45,6,15,72,15.217391304347826,26.08695652173913,58.69565217391305,113.04347826086956,A1_FrozenFS_XGB
Australian Credit Approval,R2_F3,2,3,0.8913043478260869,0.9014084507042254,0.8888888888888888,0.8939393939393939,0.8951048951048951,0.8914141414141414,0.7824167660659824,0.9305555555555556,0.919798642192016,0.8914105645620286,59,7,8,64,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,A1_FrozenFS_XGB
Australian Credit Approval,R2_F4,2,4,0.8405797101449275,0.8533333333333334,0.8533333333333334,0.8253968253968254,0.8533333333333334,0.8393650793650793,0.6787301587301587,0.9161904761904762,0.908172352912214,0.8392488453007394,52,11,11,64,15.942028985507246,23.91304347826087,47.82608695652174,87.68115942028986,A1_FrozenFS_XGB
Australian Credit Approval,R2_F5,2,5,0.9057971014492754,0.8987341772151899,0.9342105263157896,0.8709677419354839,0.9161290322580644,0.9025891341256368,0.8095713569330298,0.980050933786078,0.9834648294010678,0.902035050648046,54,8,5,71,9.420289855072463,13.043478260869565,23.91304347826087,42.028985507246375,A1_FrozenFS_XGB
Australian Credit Approval,R3_F1,3,1,0.8115942028985508,0.8026315789473685,0.8472222222222222,0.7727272727272727,0.8243243243243243,0.8099747474747474,0.6225752987168809,0.914351851851852,0.934252866616817,0.809117863584606,51,15,11,61,18.840579710144926,26.81159420289855,50.72463768115942,90.57971014492753,A1_FrozenFS_XGB
